fecha,AGREGADO,Agencias de Viajes,Agregadores,Aseguradoras,Beneficencia,Colegios y Universidades,Comida Rápida,Educación Básica,Entretenimiento,Estacionamientos,Farmacias,Gasolineras,Gobierno,Grandes superficies,Guarderías,Hospitales,Hoteles,Misceláneos,Médicos y dentistas,No definido,Otros,Peaje,Refacciones y ferretería,Renta de Autos,Restaurantes,Salones de belleza,Supermercados,Telecomunicaciones,Transporte Aéreo,Transporte Terrestre de Pasajeros,Ventas al detalle (Retail)
2012-08-10,15.797287977964194,14.368521045356704,-5.040584790943903,9.586196238436639,-38.167205432259635,32.10686714739505,21.948705818710877,18.55812757692347,-1.4987191069523988,-1.0668878371748318,23.17777143187098,26.85112529078082,15.190719405094155,15.321978338645359,38.89563698712721,6.258970558439174,17.29857061117617,36.94291475020828,22.99010284653802,28.932054110780612,12.763035279611449,8.354202427284717,21.476683734469564,23.213744759400026,11.9294627916451,12.464089832602136,3.330673711769485,22.793640829351773,13.098913635537151,21.562872636297858,16.599508775887518
2012-08-11,14.82784868741033,13.46549741013774,2.110153491622866,10.763735929345962,-37.30774095429498,32.334312317102516,19.257176565342995,22.41829888301516,1.8528345864408153,4.50700226583222,21.694179416645127,26.199853175000705,14.125270154644257,14.097474524547634,33.395772719451564,5.91775448655921,19.104009533008885,35.51105387523939,22.480916476204516,27.504493988523297,11.081953649537375,15.234818624615665,21.59199825480261,22.658035557672918,11.488073296848784,11.15067878676505,3.6367185750510824,15.772214259223013,7.452040535823852,20.433023541934038,15.757207352258332
2012-08-12,13.206439929256067,14.686979486436973,0.3140269990226853,10.806288861765339,-36.94847455227847,28.631954273744693,21.126962100632678,23.19223774235299,-0.0580222690121167,-7.688916940091849,20.421841806480938,26.060998531763712,13.722037331260136,11.584748383853626,35.574516150284744,3.1208478472660666,18.517153729175057,33.920963546255855,20.575778245227017,25.567762736620658,9.678312398062793,15.364508876925633,19.92828069179167,25.15336356109083,11.91959272557149,9.212986068983575,-1.493060355986238,13.16296240519911,4.450431693270247,19.87064240273938,14.588804008259698
2012-08-13,12.162325825289564,13.274304546167043,0.12608074381617868,9.413442660580733,-36.638515451935966,26.19934334019015,21.137761205711275,22.124299974526725,-0.6586639039848136,-11.532020681274803,19.469483654020003,25.33025217548241,13.442704064503625,9.809077738500733,31.75769241420564,2.0946857828132304,16.23576605664355,32.822356426093165,21.146447336266895,24.268636554462436,9.137960483461205,15.64472382695473,19.81421039160637,25.117530261481512,11.031361356969349,7.88694155261644,-5.224010454201827,15.018376432707445,5.193911844223727,19.525207979075947,13.923214744938594
2012-08-14,10.567970177290514,13.00630863940911,-15.393554993655068,6.392733451923909,-35.03949124072603,17.65469335958727,21.11804225544322,18.01618867131926,1.664088953326092,0.5568193522524254,17.12701769126632,24.825272106193893,13.83926125600208,6.830375972877427,19.22748105106623,1.7331778889477476,10.542810571591112,29.410171805948238,20.346860367061325,20.694937641630656,8.756092984798176,14.744898806335089,19.837247526871966,22.88066412561019,10.60269281238065,7.6672072611616375,-5.235613067853132,22.298038006855638,7.172364222393041,18.39369395158902,13.017742508401522
2012-08-15,10.524398489727973,15.516649817417106,-17.015753384946525,7.521165792846247,-25.31875376956486,18.358343817103194,20.76845809071847,20.179280341068882,-0.2013248915792956,-9.069650675125823,15.628507224063057,24.778581914948,14.06081634297592,6.987220793913456,27.29035934202987,3.1346685395194434,8.778680982134208,28.893048877488354,20.269657586285398,17.76562187182553,10.374441215360038,15.105334040628007,20.34565438683502,21.08610435137292,10.797628310544217,8.281819132797056,-7.643517593300449,16.95268796345524,5.445907768380379,17.603396946731216,13.220026707293512
2012-08-16,11.854334459692414,16.150314142415617,0.7584920442229937,10.458762019480465,-14.577437327903924,24.8742260281727,21.56749437277854,26.111583765799246,-6.863688925580911,-9.576914247293972,17.327107253630984,25.698370010858994,12.590754657963533,9.64499369941532,30.094070156742838,4.655103307061395,9.743436894325484,30.660303240876942,21.293895632110196,22.38405451884267,12.497507709617892,14.776274443597078,20.89793511992004,18.472644776482046,11.572683286348925,9.46138466547849,-3.106109524863402,4.9701771295027095,6.8796293848211105,17.456887833348052,14.449473831743004
2012-08-17,13.048667201092346,15.106600623993124,2.6086367885955184,13.217516346079089,-12.53205317621315,26.244322485618753,21.370310216774357,28.613935128774763,-1.1191130922699792,-9.252544772766361,17.701668808403895,26.041944696616852,13.818266904074036,10.64024361296921,34.145593686739275,4.6663433721589485,10.843959699244738,31.18939046444994,21.688520893294548,29.154988349722906,14.936531915289866,23.282960523716074,21.59167928458153,17.61304905060311,11.794337656233415,11.20393070030258,4.9197819921789305,6.88120233269801,10.233332306289437,16.499410173637646,14.962868998886094
2012-08-18,15.049772452542381,16.310562907099904,-0.42366882362719716,11.151292266132163,-14.119964166050943,26.01555153493424,20.901030377760318,28.82342796736413,16.95714505111456,-35.44906243926961,18.354293877162924,26.700891701917506,13.754815395923082,11.838022092544477,40.483728213961264,6.029443946223628,9.585552895260262,31.916312618192265,21.733740106400997,32.419975094823556,17.42117039716615,10.637582015025481,20.98265307110779,16.793885514123826,11.697661410698858,11.867379688755538,8.494240419844648,22.809955035542888,15.658989914811558,15.922418923408085,16.20033842686894
2012-08-19,17.015960221168818,16.39476096829181,-5.229925066145375,11.504186853881592,-12.33787197477006,28.671228451252656,19.641607188257,29.27434156494741,17.778141419578013,-25.176943886316128,19.311098644792253,26.80385944583984,15.062300188829546,15.215551169310846,40.95946493318986,7.988907762184463,10.793401244395962,32.48416155511599,22.667873487361746,37.20505608796047,18.99975263785366,12.361547492855482,22.382576783314374,14.152018736055497,11.687938034718163,13.9692934479192,14.096397505682233,22.671470073392637,20.63332427967907,16.144426776271338,17.751846874252003
2012-08-20,19.188671464393863,17.973800028785448,-4.879120627311423,13.486562639179725,-12.13063242654923,31.284295074201662,21.1321679642608,31.631312765587566,18.2964431990942,5.0914795480255295,21.481436625983825,27.734888490698733,16.480790310159666,18.525045500148977,47.91235417056741,9.341285491053775,12.201289404541257,34.20736743805948,22.25664595042979,35.902213561326576,21.45261736283051,11.602797725408564,22.60021853474021,14.059995658650132,14.33037496311684,15.608120166752402,25.26278207679332,17.540303368146887,24.373190831239476,17.083339329855125,19.987518229481744
2012-08-21,19.884980026468632,20.95016663124903,6.713115363573668,13.731256585932815,-9.92828793556423,42.93187704525625,20.52297134625114,37.34698734652946,13.297572303939065,0.5736044496967173,22.51058054846773,28.149085615214283,18.40730790453082,19.31423694757181,60.161068918250194,9.291785917856588,13.683344086650356,38.18349266418839,23.331727812978777,38.697414190733554,21.826827937417,11.21774205891541,22.5122990134682,17.250237476121843,13.755928498721618,16.218653270481095,23.823436257668764,12.661979513367754,29.375455438062794,16.178051053463598,20.147119050441283
2012-08-22,20.641709695035868,20.5059850879264,13.574898569480286,11.849457718958883,-9.53060667734644,35.603470940309755,20.818317274354488,40.094330360609284,21.215592230435064,2.5692732877365474,23.180099234040146,28.252949891832795,17.992941147437914,19.83379416379417,56.328248901069124,8.728234222718674,15.974668939720088,39.38183201004237,22.980091757584216,42.24635506990565,21.399596875348344,12.962559870597978,22.948651384488503,18.15475033001997,13.931821238602776,15.947160750774778,22.343637391092578,19.151263736120075,32.485032593763904,16.492501983566815,20.291762582125052
2012-08-23,20.18045974549539,21.832655503781456,7.071396315437044,8.016231025271791,-7.884763705770922,28.73079093495237,19.887485922331113,38.21130397465925,45.61871189342024,16.76659450766259,21.510158405032037,27.685308870056634,17.44015726218919,17.85054247206286,52.03580432366833,7.586913759153113,15.651632649174093,37.64776736087881,23.558118779512714,38.805862024405904,20.790192338948618,14.073292435437898,22.974501130952586,20.34718279182616,13.813526107441218,15.585303237957286,23.762647512109545,31.65055016262955,32.55384150941166,17.419233231315598,19.005283781325307
2012-08-24,19.131373223935267,24.181678925528775,3.8428976506244488,6.035825077733667,1.6692261785333895,25.787882013459935,19.930774208624594,35.915604411853735,40.288661024584975,20.27670361754189,21.425778230910776,27.947532235633222,13.608162835699195,16.55712284844512,54.01255821508413,9.757569968324683,14.803525333908421,38.01448273678594,23.63292078099246,38.833222887156424,20.478522962304876,17.19221200052922,22.814613354296206,20.643368606715548,14.538255510769593,15.50708633061577,21.8092612880148,25.34411342395658,30.51062731842998,18.72486546569466,18.73446255242358
2012-08-25,17.86847010824867,23.71779109862681,11.6119959065098,9.078417459831755,11.48769403555534,25.451838072024778,22.209132115035917,33.60547768081062,14.464044551968197,36.12505553966809,22.143763329142025,28.21005715710755,12.23269629882074,15.36660422775063,47.152580872189674,9.520716465085338,17.085506542865147,37.711886713622384,25.444251758850246,38.10003941171707,20.973818597453114,22.292191254904083,24.08691538992252,20.082734009740477,16.34140690508162,17.369470430200884,17.277702747602845,3.930602436916931,32.92856254118644,19.627016885280018,18.92933235593776
