date,new_cases,new_deaths
2022-08-04,18556.0,122.0
2022-08-05,0.0,0.0
2022-08-06,32434.0,178.0
2022-08-07,3290.0,14.0
2022-08-08,2500.0,22.0
2022-08-09,15738.0,95.0
2022-08-10,0.0,0.0
2022-08-11,0.0,0.0
2022-08-12,0.0,0.0
2022-08-13,49960.0,287.0
2022-08-14,1968.0,8.0
2022-08-15,1367.0,4.0
2022-08-16,10752.0,62.0
2022-08-17,9898.0,73.0
2022-08-18,0.0,0.0
2022-08-19,0.0,0.0
2022-08-20,0.0,0.0
2022-08-21,0.0,0.0
2022-08-22,0.0,0.0
2022-08-23,36675.0,303.0
2022-08-24,7981.0,51.0
2022-08-25,7281.0,64.0
2022-08-26,0.0,0.0
2022-08-27,0.0,0.0
2022-08-28,12920.0,101.0
2022-08-29,0.0,0.0
2022-08-30,0.0,0.0
2022-08-31,0.0,0.0
2022-09-01,17514.0,146.0
2022-09-02,4347.0,36.0
2022-09-03,0.0,0.0
2022-09-04,4810.0,50.0
2022-09-05,0.0,0.0
2022-09-06,5039.0,30.0
2022-09-07,0.0,0.0
2022-09-08,0.0,0.0
2022-09-09,0.0,0.0
2022-09-10,10049.0,84.0
2022-09-11,3220.0,26.0
2022-09-12,,
2022-09-13,588.0,6.0
2022-09-14,0.0,0.0
2022-09-15,0.0,0.0
2022-09-16,0.0,0.0
2022-09-17,9828.0,128.0
2022-09-18,0.0,0.0
2022-09-19,0.0,0.0
2022-09-20,3439.0,25.0
2022-09-21,2802.0,29.0
2022-09-22,0.0,0.0
2022-09-23,4147.0,68.0
2022-09-24,1595.0,26.0
2022-09-25,0.0,0.0
2022-09-26,287.0,3.0
2022-09-27,0.0,0.0
2022-09-28,0.0,0.0
2022-09-29,5778.0,55.0
2022-09-30,1397.0,11.0
2022-10-01,1121.0,19.0
2022-10-02,0.0,0.0
2022-10-03,635.0,8.0
2022-10-04,0.0,0.0
2022-10-05,0.0,0.0
2022-10-06,0.0,0.0
2022-10-07,4731.0,63.0
2022-10-08,0.0,0.0
2022-10-09,1568.0,6.0
2022-10-10,0.0,0.0
2022-10-11,1261.0,25.0
2022-10-12,1198.0,17.0
2022-10-13,1163.0,4.0
2022-10-14,0.0,0.0
2022-10-15,2061.0,23.0
2022-10-16,0.0,0.0
2022-10-17,392.0,2.0
2022-10-18,0.0,0.0
2022-10-19,0.0,0.0
2022-10-20,2226.0,26.0
2022-10-21,453.0,15.0
2022-10-22,0.0,0.0
2022-10-23,847.0,11.0
2022-10-24,0.0,0.0
2022-10-25,1122.0,10.0
2022-10-26,699.0,12.0
2022-10-27,0.0,0.0
2022-10-28,0.0,0.0
2022-10-29,0.0,0.0
2022-10-30,2418.0,23.0
2022-10-31,,16.0
2022-11-01,0.0,0.0
2022-11-02,1511.0,18.0
2022-11-03,0.0,0.0
2022-11-04,1154.0,14.0
2022-11-05,0.0,0.0
2022-11-06,0.0,0.0
2022-11-07,,
2022-11-08,0.0,0.0
2022-11-09,2106.0,11.0
2022-11-10,889.0,13.0
2022-11-11,0.0,0.0
2022-11-12,0.0,0.0
2022-11-13,0.0,0.0
2022-11-14,2509.0,14.0
2022-11-15,0.0,0.0
2022-11-16,0.0,0.0
2022-11-17,0.0,0.0
2022-11-18,0.0,0.0
2022-11-19,0.0,0.0
2022-11-20,0.0,0.0
2022-11-21,0.0,0.0
2022-11-22,6510.0,49.0
2022-11-23,,2.0
2022-11-24,0.0,0.0
2022-11-25,0.0,0.0
2022-11-26,0.0,0.0
2022-11-27,0.0,0.0
2022-11-28,0.0,0.0
2022-11-29,0.0,0.0
2022-11-30,0.0,0.0
2022-12-01,7616.0,30.0
2022-12-02,0.0,0.0
2022-12-03,0.0,0.0
2022-12-04,0.0,0.0
2022-12-05,12617.0,67.0
2022-12-06,3477.0,10.0
2022-12-07,3966.0,31.0
2022-12-08,3878.0,34.0
2022-12-09,0.0,0.0
2022-12-10,0.0,0.0
2022-12-11,0.0,0.0
2022-12-12,7662.0,34.0
2022-12-13,5261.0,28.0
2022-12-14,0.0,0.0
2022-12-15,4811.0,14.0
2022-12-16,0.0,0.0
2022-12-17,14398.0,52.0
2022-12-18,0.0,0.0
2022-12-19,1840.0,10.0
2022-12-20,5783.0,29.0
2022-12-21,0.0,0.0
2022-12-22,0.0,0.0
2022-12-23,0.0,0.0
2022-12-24,24566.0,179.0
2022-12-25,0.0,0.0
2022-12-26,1219.0,8.0
2022-12-27,6229.0,50.0
2022-12-28,5864.0,34.0
2022-12-29,104.0,
2022-12-30,0.0,0.0
2022-12-31,0.0,0.0
2023-01-01,0.0,0.0
2023-01-02,0.0,0.0
2023-01-03,18477.0,98.0
2023-01-04,4972.0,9.0
2023-01-05,0.0,0.0
2023-01-06,13094.0,57.0
2023-01-07,0.0,0.0
2023-01-08,12839.0,61.0
2023-01-09,0.0,0.0
2023-01-10,653.0,9.0
2023-01-11,0.0,0.0
2023-01-12,13412.0,74.0
2023-01-13,11240.0,103.0
2023-01-14,0.0,0.0
2023-01-15,5737.0,85.0
2023-01-16,0.0,0.0
2023-01-17,563.0,10.0
2023-01-18,0.0,0.0
2023-01-19,0.0,0.0
2023-01-20,21646.0,224.0
2023-01-21,4380.0,41.0
2023-01-22,797.0,11.0
2023-01-23,487.0,16.0
2023-01-24,5528.0,58.0
2023-01-25,0.0,0.0
2023-01-26,5338.0,71.0
2023-01-27,4963.0,61.0
2023-01-28,0.0,0.0
2023-01-29,9119.0,103.0
2023-01-30,0.0,0.0
2023-01-31,540.0,8.0
2023-02-01,9081.0,126.0
2023-02-02,0.0,0.0
2023-02-03,3972.0,69.0
2023-02-04,0.0,0.0
2023-02-05,8365.0,82.0
2023-02-06,560.0,4.0
2023-02-07,0.0,0.0
2023-02-08,672.0,4.0
2023-02-09,9946.0,97.0
2023-02-10,0.0,0.0
2023-02-11,0.0,0.0
2023-02-12,0.0,0.0
2023-02-13,0.0,0.0
2023-02-14,9245.0,73.0
2023-02-15,4825.0,42.0
2023-02-16,0.0,0.0
2023-02-17,0.0,0.0
2023-02-18,0.0,0.0
2023-02-19,14860.0,144.0
2023-02-20,0.0,0.0
2023-02-21,1038.0,11.0
2023-02-22,4250.0,35.0
2023-02-23,8085.0,53.0
2023-02-24,0.0,0.0
2023-02-25,0.0,0.0
2023-02-26,7841.0,48.0
2023-02-27,0.0,0.0
2023-02-28,437.0,2.0
2023-03-01,8431.0,50.0
2023-03-02,0.0,0.0
2023-03-03,0.0,0.0
2023-03-04,10268.0,58.0
2023-03-05,525.0,4.0
2023-03-06,0.0,0.0
2023-03-07,4566.0,36.0
2023-03-08,4416.0,34.0
2023-03-09,3809.0,18.0
