Date,^MXX
2000-09-27,6368.5400390625
2000-09-28,6475.4599609375
2000-09-29,6334.56005859375
2000-10-02,6244.64990234375
2000-10-03,6230.89013671875
2000-10-04,6345.52978515625
2000-10-05,6368.669921875
2000-10-06,6166.8798828125
2000-10-09,6141.52978515625
2000-10-10,6095.490234375
2000-10-11,5946.93017578125
2000-10-12,5751.66015625
2000-10-13,5853.9501953125
2000-10-16,5789.02978515625
2000-10-17,5709.669921875
2000-10-18,5769.02001953125
2000-10-19,5991.25
2000-10-20,5943.330078125
2000-10-23,5908.2900390625
2000-10-24,6081.66015625
2000-10-25,6003.68017578125
2000-10-26,6123.509765625
2000-10-27,6206.3701171875
2000-10-30,6282.580078125
2000-10-31,6394.240234375
2000-11-01,6409.0400390625
2000-11-03,6319.580078125
2000-11-06,6359.91015625
2000-11-07,6478.64013671875
2000-11-08,6376.75
2000-11-09,6216.4599609375
2000-11-10,6107.75
2000-11-13,5914.83984375
2000-11-14,6075.2001953125
2000-11-15,6153.330078125
2000-11-16,6146.10009765625
2000-11-17,6303.47021484375
2000-11-21,6135.4501953125
2000-11-22,5923.919921875
2000-11-23,5998.14013671875
2000-11-24,6062.740234375
2000-11-27,6032.27001953125
2000-11-28,5934.93017578125
2000-11-29,5907.240234375
2000-11-30,5652.6298828125
2000-12-04,5532.64013671875
2000-12-05,5793.77001953125
2000-12-06,5787.35009765625
2000-12-07,5785.35986328125
2000-12-08,5795.08984375
2000-12-11,5828.1201171875
2000-12-13,5699.759765625
2000-12-14,5645.58984375
2000-12-15,5531.39013671875
2000-12-18,5547.169921875
2000-12-19,5506.5498046875
2000-12-20,5231.85009765625
2000-12-21,5342.31005859375
2000-12-22,5492.31005859375
2000-12-26,5499.39990234375
2000-12-27,5568.27001953125
2000-12-28,5591.990234375
2000-12-29,5652.18994140625
2001-01-02,5556.7099609375
2001-01-03,5857.4501953125
2001-01-04,6048.33984375
2001-01-05,5924.330078125
2001-01-08,5916.06005859375
2001-01-09,5909.52978515625
2001-01-10,5814.97998046875
2001-01-11,5966.7998046875
2001-01-12,5966.60009765625
2001-01-15,5998.02001953125
2001-01-16,6002.64990234375
2001-01-17,6078.25
2001-01-18,6194.2998046875
2001-01-19,6267.490234375
2001-01-22,6271.06982421875
2001-01-23,6377.93994140625
2001-01-24,6311.85009765625
2001-01-25,6281.0
2001-01-26,6418.64013671875
2001-01-29,6419.77978515625
2001-01-30,6518.580078125
2001-01-31,6496.89013671875
2001-02-01,6540.8798828125
2001-02-02,6522.22998046875
2001-02-06,6447.10009765625
2001-02-07,6350.35009765625
2001-02-08,6330.97021484375
2001-02-09,6344.16015625
2001-02-12,6430.72998046875
2001-02-13,6361.31982421875
2001-02-14,6360.08984375
2001-02-15,6395.18994140625
2001-02-16,6368.490234375
2001-02-19,6369.509765625
2001-02-20,6246.35986328125
2001-02-21,6007.669921875
2001-02-22,6030.759765625
2001-02-23,5998.68994140625
2001-02-26,6058.02001953125
2001-02-27,6065.14990234375
2001-02-28,6032.10009765625
2001-03-01,6080.64990234375
2001-03-02,6133.33984375
2001-03-05,6110.14013671875
2001-03-06,6252.9501953125
2001-03-07,6331.31982421875
2001-03-08,6361.06982421875
2001-03-09,6270.9599609375
2001-03-12,5963.3701171875
2001-03-13,5991.9501953125
2001-03-14,5813.83984375
2001-03-15,5792.7099609375
2001-03-16,5878.56982421875
2001-03-19,5935.22021484375
2001-03-20,5769.669921875
2001-03-22,5636.47998046875
2001-03-23,5618.669921875
2001-03-26,5647.18017578125
2001-03-27,5787.47998046875
2001-03-28,5700.3701171875
2001-03-29,5648.6201171875
2001-03-30,5727.89013671875
2001-04-02,5694.06982421875
2001-04-03,5575.0498046875
2001-04-04,5573.72021484375
2001-04-05,5699.33984375
2001-04-06,5695.259765625
2001-04-09,5756.35986328125
2001-04-10,5968.66015625
2001-04-11,6002.89990234375
2001-04-16,5951.7001953125
2001-04-17,6068.89990234375
2001-04-18,6143.85986328125
2001-04-19,6029.06005859375
2001-04-20,5950.7900390625
2001-04-23,5885.60009765625
2001-04-24,5887.0400390625
2001-04-25,5933.7099609375
2001-04-26,6007.10009765625
2001-04-27,6008.02978515625
2001-04-30,5987.25
2001-05-02,6109.2001953125
2001-05-03,6139.6201171875
2001-05-04,6129.509765625
2001-05-07,6065.580078125
2001-05-08,6010.52001953125
2001-05-09,6106.419921875
2001-05-10,6092.06982421875
2001-05-11,6110.35986328125
2001-05-14,6042.02978515625
2001-05-15,5987.0
2001-05-16,6033.97021484375
2001-05-17,6392.77001953125
2001-05-18,6527.60009765625
2001-05-21,6571.080078125
2001-05-22,6651.27001953125
2001-05-23,6782.509765625
2001-05-24,6714.47021484375
2001-05-25,6711.33984375
2001-05-28,6700.330078125
2001-05-29,6665.5400390625
2001-05-30,6586.93017578125
2001-05-31,6595.39013671875
2001-06-01,6619.66015625
2001-06-04,6631.75
2001-06-05,6672.35009765625
2001-06-06,6790.97998046875
2001-06-07,6840.6298828125
2001-06-08,6783.72021484375
2001-06-11,6731.2900390625
2001-06-12,6796.81982421875
2001-06-13,6802.3701171875
2001-06-14,6749.7998046875
2001-06-15,6670.72021484375
2001-06-18,6489.56005859375
2001-06-19,6359.06005859375
2001-06-20,6455.14990234375
2001-06-21,6543.39013671875
2001-06-22,6539.64990234375
2001-06-25,6562.66015625
2001-06-26,6582.169921875
2001-06-27,6587.68017578125
2001-06-28,6607.2001953125
2001-06-29,6666.169921875
2001-07-02,6797.10986328125
2001-07-03,6840.740234375
2001-07-04,6868.89013671875
2001-07-05,6814.6201171875
2001-07-06,6715.81005859375
2001-07-09,6709.1298828125
2001-07-10,6713.0400390625
2001-07-11,6564.14013671875
2001-07-12,6470.8798828125
2001-07-13,6452.1201171875
2001-07-16,6377.31005859375
2001-07-17,6395.43017578125
2001-07-18,6388.259765625
2001-07-19,6418.83984375
2001-07-20,6389.27001953125
2001-07-23,6422.7099609375
2001-07-24,6377.81005859375
2001-07-25,6411.52978515625
2001-07-26,6502.68994140625
2001-07-27,6522.2001953125
2001-07-30,6538.27978515625
2001-07-31,6474.39990234375
2001-08-01,6573.10009765625
2001-08-02,6707.91015625
2001-08-03,6702.93017578125
2001-08-06,6633.93994140625
2001-08-07,6638.83984375
2001-08-08,6651.43994140625
2001-08-09,6599.60986328125
2001-08-10,6628.490234375
2001-08-13,6655.10986328125
2001-08-14,6671.240234375
2001-08-15,6542.14990234375
2001-08-16,6445.14990234375
2001-08-17,6218.4599609375
2001-08-20,6245.419921875
2001-08-21,6276.08984375
2001-08-22,6333.14013671875
2001-08-23,6294.2900390625
2001-08-24,6416.77001953125
2001-08-27,6399.93017578125
2001-08-28,6302.68994140625
2001-08-29,6324.91015625
2001-08-30,6310.169921875
2001-08-31,6310.7001953125
2001-09-03,6233.2900390625
2001-09-04,6172.25
2001-09-05,6088.4501953125
2001-09-06,5875.85986328125
2001-09-07,5844.60009765625
2001-09-10,5856.18994140625
2001-09-13,5531.02001953125
2001-09-17,5316.77001953125
2001-09-18,5297.85986328125
2001-09-19,5256.0
2001-09-20,5081.919921875
2001-09-21,5087.93994140625
2001-09-24,5325.10986328125
2001-09-25,5304.3798828125
2001-09-26,5324.83984375
2001-09-27,5306.080078125
2001-09-28,5403.52978515625
2001-10-01,5385.5
2001-10-02,5361.7998046875
2001-10-03,5407.5400390625
2001-10-04,5499.31005859375
2001-10-05,5528.5498046875
2001-10-08,5527.10986328125
2001-10-09,5558.85986328125
2001-10-10,5684.89990234375
2001-10-11,5808.22021484375
2001-10-12,5671.10009765625
2001-10-15,5500.10009765625
2001-10-16,5542.60986328125
2001-10-17,5541.8798828125
2001-10-18,5529.75
2001-10-19,5588.22998046875
2001-10-22,5539.27978515625
2001-10-23,5571.27001953125
2001-10-24,5708.27978515625
2001-10-25,5729.1298828125
2001-10-26,5693.1201171875
2001-10-29,5599.1298828125
2001-10-30,5529.18017578125
2001-10-31,5537.0400390625
2001-11-01,5610.77001953125
2001-11-02,5632.759765625
2001-11-05,5681.06982421875
2001-11-06,5677.7900390625
2001-11-07,5638.0400390625
2001-11-08,5649.8701171875
2001-11-09,5596.3798828125
2001-11-12,5524.56982421875
2001-11-13,5663.35009765625
2001-11-14,5751.72021484375
2001-11-15,5778.64990234375
2001-11-16,5712.4599609375
2001-11-19,5699.18994140625
2001-11-21,5674.41015625
2001-11-22,5685.39013671875
2001-11-23,5734.89990234375
2001-11-26,5759.490234375
2001-11-27,5860.43994140625
2001-11-28,5848.2099609375
2001-11-29,5841.33984375
2001-11-30,5832.830078125
2001-12-03,5870.93017578125
2001-12-04,5931.43017578125
2001-12-05,6099.27978515625
2001-12-06,6101.72021484375
2001-12-07,6141.18994140625
2001-12-10,6126.3798828125
2001-12-11,6150.259765625
2001-12-13,6075.06005859375
2001-12-14,6139.06982421875
2001-12-17,6271.490234375
2001-12-18,6268.97021484375
2001-12-19,6250.740234375
2001-12-20,6263.2900390625
2001-12-21,6380.60009765625
2001-12-24,6374.490234375
2001-12-26,6371.83984375
2001-12-27,6419.18994140625
2001-12-28,6467.08984375
2001-12-31,6372.27978515625
2002-01-02,6410.0498046875
2002-01-03,6603.75
2002-01-04,6612.080078125
2002-01-07,6565.43994140625
2002-01-08,6641.14013671875
2002-01-09,6560.580078125
2002-01-10,6453.009765625
2002-01-11,6420.14990234375
2002-01-14,6388.27001953125
2002-01-15,6573.18994140625
2002-01-16,6579.35009765625
2002-01-17,6604.66015625
2002-01-18,6600.72998046875
2002-01-21,6607.7998046875
2002-01-22,6590.0400390625
2002-01-23,6782.77978515625
2002-01-24,6768.2998046875
2002-01-25,6831.43017578125
2002-01-28,6872.43994140625
2002-01-29,6793.3798828125
2002-01-30,6750.7998046875
2002-01-31,6927.8701171875
2002-02-01,6901.81005859375
2002-02-04,6865.1298828125
2002-02-06,6786.740234375
2002-02-07,6780.93994140625
2002-02-08,6681.4501953125
2002-02-11,6589.83984375
2002-02-12,6673.35986328125
2002-02-13,6715.5498046875
2002-02-14,6717.60986328125
2002-02-15,6697.669921875
2002-02-18,6679.7099609375
2002-02-19,6609.2998046875
2002-02-20,6583.990234375
2002-02-21,6533.64013671875
2002-02-22,6473.1201171875
2002-02-25,6562.93994140625
2002-02-26,6637.9599609375
2002-02-27,6795.89990234375
2002-02-28,6734.43994140625
2002-03-01,6898.0
2002-03-04,7029.60009765625
2002-03-05,7053.5400390625
2002-03-06,7154.14013671875
2002-03-07,7061.0
2002-03-08,7192.22021484375
2002-03-11,7161.39990234375
2002-03-12,7278.06005859375
2002-03-13,7218.509765625
2002-03-14,7188.77001953125
2002-03-15,7273.080078125
2002-03-18,7344.56982421875
2002-03-19,7427.919921875
2002-03-20,7384.1298828125
2002-03-22,7439.5
2002-03-25,7381.56982421875
2002-03-26,7351.18994140625
2002-03-27,7361.85986328125
2002-04-01,7371.89013671875
2002-04-02,7316.68994140625
2002-04-03,7191.93994140625
2002-04-04,7253.5
2002-04-05,7335.759765625
2002-04-08,7271.77001953125
2002-04-09,7271.22021484375
2002-04-10,7517.68017578125
2002-04-11,7441.52001953125
2002-04-12,7391.25
2002-04-15,7396.72021484375
2002-04-16,7535.06982421875
2002-04-17,7574.35009765625
2002-04-18,7532.14013671875
2002-04-19,7509.22021484375
2002-04-22,7435.1298828125
2002-04-23,7403.3798828125
2002-04-24,7504.72998046875
2002-04-25,7476.3701171875
2002-04-26,7491.77978515625
2002-04-29,7434.18994140625
2002-04-30,7480.740234375
2002-05-02,7486.85986328125
2002-05-03,7521.9501953125
2002-05-06,7542.47998046875
2002-05-07,7431.89013671875
2002-05-08,7517.83984375
2002-05-09,7351.080078125
2002-05-10,7303.56982421875
2002-05-13,7307.16015625
2002-05-14,7361.93994140625
2002-05-15,7402.7998046875
2002-05-16,7514.89990234375
2002-05-17,7537.81982421875
2002-05-20,7469.68017578125
2002-05-21,7385.919921875
2002-05-22,7385.14990234375
2002-05-23,7398.5
2002-05-24,7366.43017578125
2002-05-27,7357.240234375
2002-05-28,7303.56982421875
2002-05-29,7130.7099609375
2002-05-30,7061.39990234375
2002-05-31,7031.64013671875
2002-06-03,6997.0498046875
2002-06-04,7016.14013671875
2002-06-05,6974.919921875
2002-06-06,6791.91015625
2002-06-07,6857.419921875
2002-06-10,6835.0
2002-06-11,6862.89013671875
2002-06-12,6801.64990234375
2002-06-14,6720.3701171875
2002-06-17,6788.93994140625
2002-06-18,6765.18994140625
2002-06-19,6691.0400390625
2002-06-20,6580.81005859375
2002-06-21,6502.97021484375
2002-06-24,6331.31982421875
2002-06-25,6354.259765625
2002-06-26,6171.6298828125
2002-06-27,6400.89013671875
2002-06-28,6460.9501953125
2002-07-01,6363.0498046875
2002-07-02,6306.52001953125
2002-07-03,6326.490234375
2002-07-04,6352.89013671875
2002-07-05,6462.830078125
2002-07-08,6488.919921875
2002-07-09,6460.9501953125
2002-07-10,6371.27001953125
2002-07-11,6390.169921875
2002-07-12,6400.419921875
2002-07-15,6372.080078125
2002-07-16,6316.16015625
2002-07-17,6403.27978515625
2002-07-18,6433.830078125
2002-07-19,6336.9501953125
2002-07-22,6113.830078125
2002-07-23,5892.41015625
2002-07-24,6010.419921875
2002-07-25,5922.33984375
2002-07-26,5900.43994140625
2002-07-29,6103.8798828125
2002-07-30,6014.68017578125
2002-07-31,6021.83984375
2002-08-01,5755.990234375
2002-08-02,5644.7001953125
2002-08-05,5534.47021484375
2002-08-06,5747.43994140625
2002-08-07,5855.89990234375
2002-08-08,6029.77001953125
2002-08-09,5913.2099609375
2002-08-12,5901.830078125
2002-08-13,5841.89990234375
2002-08-14,6053.60009765625
2002-08-15,6146.10986328125
2002-08-16,6190.60009765625
2002-08-19,6200.8701171875
2002-08-20,6192.91015625
2002-08-21,6267.8798828125
2002-08-22,6239.490234375
2002-08-23,6148.89013671875
2002-08-26,6262.43994140625
2002-08-27,6157.419921875
2002-08-28,6115.56005859375
2002-08-29,6181.669921875
2002-08-30,6216.43017578125
2002-09-02,6165.93017578125
2002-09-03,6094.2900390625
2002-09-04,6114.35009765625
2002-09-05,6067.25
2002-09-06,6113.31982421875
2002-09-09,6159.89990234375
2002-09-10,6225.16015625
2002-09-11,6260.60986328125
2002-09-12,6219.93017578125
2002-09-13,6190.52001953125
2002-09-17,6079.9501953125
2002-09-18,5960.3798828125
2002-09-19,5645.0
2002-09-20,5788.77978515625
2002-09-23,5741.72998046875
2002-09-24,5705.669921875
2002-09-25,5808.43994140625
2002-09-26,5956.93017578125
2002-09-27,5801.1201171875
2002-09-30,5728.4599609375
2002-10-01,5926.66015625
2002-10-02,5827.7099609375
2002-10-03,5898.3798828125
2002-10-04,5869.22021484375
2002-10-07,5853.5498046875
2002-10-08,5849.419921875
2002-10-09,5762.39990234375
2002-10-10,5762.14990234375
2002-10-11,5845.330078125
2002-10-14,5865.18017578125
2002-10-15,6040.31982421875
2002-10-16,5924.93994140625
2002-10-17,5985.77001953125
2002-10-18,5973.2099609375
2002-10-21,6017.3701171875
2002-10-22,5979.56982421875
2002-10-23,6000.6201171875
2002-10-24,5908.06982421875
2002-10-25,5905.580078125
2002-10-28,5887.2900390625
2002-10-29,5893.759765625
2002-10-30,5963.830078125
2002-10-31,5967.72998046875
2002-11-01,6045.16015625
2002-11-04,6058.89990234375
2002-11-05,6040.169921875
2002-11-06,6064.0
2002-11-07,6009.93017578125
2002-11-08,5988.52978515625
2002-11-11,5891.7900390625
2002-11-12,5865.10986328125
2002-11-13,5813.35986328125
2002-11-14,5898.06005859375
2002-11-15,5819.08984375
2002-11-18,5726.0
2002-11-19,5641.740234375
2002-11-21,5859.0498046875
2002-11-22,5818.43017578125
2002-11-25,5861.81982421875
2002-11-26,5922.41015625
2002-11-27,6129.25
2002-11-28,6158.490234375
2002-11-29,6156.830078125
2002-12-02,6223.58984375
2002-12-03,6221.68017578125
2002-12-04,6187.669921875
2002-12-05,6152.009765625
2002-12-06,6126.22998046875
2002-12-09,6053.75
2002-12-10,6081.52001953125
2002-12-11,6135.39013671875
2002-12-13,6114.2001953125
2002-12-16,6185.9501953125
2002-12-17,6168.4599609375
2002-12-18,6089.66015625
2002-12-19,6120.4599609375
2002-12-20,6130.830078125
2002-12-23,6153.22021484375
2002-12-24,6151.47998046875
2002-12-26,6182.91015625
2002-12-27,6126.240234375
2002-12-30,6124.509765625
2002-12-31,6127.08984375
2003-01-02,6225.39990234375
2003-01-03,6253.33984375
2003-01-06,6333.4599609375
2003-01-07,6279.27978515625
2003-01-08,6266.47998046875
2003-01-09,6329.9599609375
2003-01-10,6353.02978515625
2003-01-13,6364.64013671875
2003-01-14,6407.0
2003-01-15,6398.89990234375
2003-01-16,6331.990234375
2003-01-17,6204.4599609375
2003-01-20,6161.1201171875
2003-01-21,6092.1298828125
2003-01-22,6024.08984375
2003-01-23,6054.43994140625
2003-01-24,6012.56005859375
2003-01-27,5923.330078125
2003-01-28,5919.7001953125
2003-01-29,5937.97021484375
2003-01-30,5870.509765625
2003-01-31,5954.35009765625
2003-02-03,6031.81005859375
2003-02-04,5968.4599609375
2003-02-06,5894.27001953125
2003-02-07,5866.02978515625
2003-02-10,5837.89013671875
2003-02-11,5779.4501953125
2003-02-12,5763.8701171875
2003-02-13,5791.39013671875
2003-02-14,5774.39013671875
2003-02-17,5829.8701171875
2003-02-18,5880.009765625
2003-02-19,5857.35009765625
2003-02-20,5880.89990234375
2003-02-21,5956.97021484375
2003-02-24,5913.68017578125
2003-02-25,5869.2099609375
2003-02-26,5869.7900390625
2003-02-27,5900.02001953125
2003-02-28,5927.06005859375
2003-03-03,5926.64990234375
2003-03-04,5911.240234375
2003-03-05,5914.41015625
2003-03-06,5913.919921875
2003-03-07,5907.93017578125
2003-03-10,5859.77001953125
2003-03-11,5821.10009765625
2003-03-12,5809.97021484375
2003-03-13,5931.9599609375
2003-03-14,5993.009765625
2003-03-17,6009.919921875
2003-03-18,6042.759765625
2003-03-19,6017.43017578125
2003-03-20,6048.41015625
2003-03-24,5924.33984375
2003-03-25,5937.990234375
2003-03-26,5952.3798828125
2003-03-27,5951.33984375
2003-03-28,5947.47998046875
2003-03-31,5914.02978515625
2003-04-01,5895.759765625
2003-04-02,6008.509765625
2003-04-03,6034.740234375
2003-04-04,6158.97021484375
2003-04-07,6257.1298828125
2003-04-08,6259.4599609375
2003-04-09,6212.14013671875
2003-04-10,6154.02001953125
2003-04-11,6175.22021484375
2003-04-14,6232.740234375
2003-04-15,6333.58984375
2003-04-16,6306.60009765625
2003-04-21,6326.64990234375
2003-04-22,6373.91015625
2003-04-23,6385.10986328125
2003-04-24,6379.43994140625
2003-04-25,6333.0
2003-04-28,6428.2001953125
2003-04-29,6499.68994140625
2003-04-30,6509.8798828125
2003-05-02,6590.919921875
2003-05-05,6608.18017578125
2003-05-06,6614.68017578125
2003-05-07,6575.2900390625
2003-05-08,6408.6201171875
2003-05-09,6488.490234375
2003-05-12,6496.43017578125
2003-05-13,6491.89013671875
2003-05-14,6549.7900390625
2003-05-15,6633.509765625
2003-05-16,6556.91015625
2003-05-19,6469.18017578125
2003-05-20,6388.490234375
2003-05-21,6410.81982421875
2003-05-22,6510.89013671875
2003-05-23,6586.919921875
2003-05-26,6545.77978515625
2003-05-27,6650.31005859375
2003-05-28,6667.35009765625
2003-05-29,6647.7099609375
2003-05-30,6699.18017578125
2003-06-02,6722.240234375
2003-06-03,6738.97021484375
2003-06-04,6889.759765625
2003-06-05,6873.39013671875
2003-06-06,6870.60009765625
2003-06-09,6801.58984375
2003-06-10,6924.990234375
2003-06-11,6979.68017578125
2003-06-12,7060.5
2003-06-13,6984.6298828125
2003-06-16,7019.490234375
2003-06-17,7130.22998046875
2003-06-18,7125.41015625
2003-06-19,7084.009765625
2003-06-20,7080.68994140625
2003-06-23,7015.080078125
2003-06-24,7114.39990234375
2003-06-25,7078.35986328125
2003-06-26,7118.47021484375
2003-06-27,7083.4501953125
2003-06-30,7054.990234375
2003-07-01,7123.5400390625
2003-07-02,7164.02001953125
2003-07-03,7127.419921875
2003-07-04,7142.85009765625
2003-07-07,7215.02978515625
2003-07-08,7234.93994140625
2003-07-09,7171.89013671875
2003-07-10,7096.0400390625
2003-07-11,7083.81982421875
2003-07-14,7167.5400390625
2003-07-15,7120.31005859375
2003-07-16,7023.93994140625
2003-07-17,6999.06982421875
2003-07-18,7030.759765625
2003-07-21,7024.72998046875
2003-07-22,7164.2900390625
2003-07-23,7280.64990234375
2003-07-24,7309.41015625
2003-07-25,7349.9599609375
2003-07-28,7314.22021484375
2003-07-29,7233.2001953125
2003-07-30,7260.2001953125
2003-07-31,7355.06982421875
2003-08-01,7320.41015625
2003-08-04,7344.43017578125
2003-08-05,7273.4501953125
2003-08-06,7230.06982421875
2003-08-07,7304.669921875
2003-08-08,7316.68994140625
2003-08-11,7356.6201171875
2003-08-12,7358.3701171875
2003-08-13,7368.919921875
2003-08-14,7421.740234375
2003-08-15,7418.43017578125
2003-08-18,7500.009765625
2003-08-19,7487.56982421875
2003-08-20,7460.14990234375
2003-08-21,7498.31005859375
2003-08-22,7493.72998046875
2003-08-25,7435.330078125
2003-08-26,7437.72021484375
2003-08-27,7502.080078125
2003-08-28,7563.490234375
2003-08-29,7591.419921875
2003-09-01,7631.81982421875
2003-09-02,7671.740234375
2003-09-03,7719.1201171875
2003-09-04,7719.47998046875
2003-09-05,7775.33984375
2003-09-08,7814.6298828125
2003-09-09,7732.89990234375
2003-09-10,7734.72021484375
2003-09-11,7741.8701171875
2003-09-12,7712.75
2003-09-15,7729.14013671875
2003-09-17,7746.5400390625
2003-09-18,7868.27978515625
2003-09-19,7891.669921875
2003-09-22,7815.47021484375
2003-09-23,7834.47021484375
2003-09-24,7788.080078125
2003-09-25,7771.93017578125
2003-09-26,7786.22021484375
2003-09-29,7836.35986328125
2003-09-30,7822.47998046875
2003-10-01,7937.18017578125
2003-10-02,7775.7998046875
2003-10-03,7838.77001953125
2003-10-06,7816.31005859375
2003-10-07,7825.009765625
2003-10-08,7812.06982421875
2003-10-09,7937.0
2003-10-10,7949.02978515625
2003-10-13,7960.419921875
2003-10-14,7886.72021484375
2003-10-15,7843.7001953125
2003-10-16,7838.14013671875
2003-10-17,7859.81982421875
2003-10-20,7875.77001953125
2003-10-21,7936.68017578125
2003-10-22,7914.14013671875
2003-10-23,7874.0498046875
2003-10-24,7842.85986328125
2003-10-27,7905.2099609375
2003-10-28,7928.72021484375
