fecha,IGAE,ActividadIndustrial,FBCF,IMCP,ANTAD,AUTOS,TARJETAS,Desempleo,IMSS,EPU,INPC,TC,TIIE,Balanza,BMV,INDPRO
1925-11-01,,,,,,,,,,,,,,,,6.4626
1925-12-01,,,,,,,,,,,,,,,,6.5434
1926-01-01,,,,,,,,,,,,,,,,6.4357
1926-02-01,,,,,,,,,,,,,,,,6.4357
1926-03-01,,,,,,,,,,,,,,,,6.5165
1926-04-01,,,,,,,,,,,,,,,,6.5165
1926-05-01,,,,,,,,,,,,,,,,6.4626
1926-06-01,,,,,,,,,,,,,,,,6.5434
1926-07-01,,,,,,,,,,,,,,,,6.5703
1926-08-01,,,,,,,,,,,,,,,,6.6511
1926-09-01,,,,,,,,,,,,,,,,6.7588
1926-10-01,,,,,,,,,,,,,,,,6.7588
1926-11-01,,,,,,,,,,,,,,,,6.7319
1926-12-01,,,,,,,,,,,,,,,,6.705
1927-01-01,,,,,,,,,,,,,,,,6.678
1927-02-01,,,,,,,,,,,,,,,,6.7319
1927-03-01,,,,,,,,,,,,,,,,6.8127
1927-04-01,,,,,,,,,,,,,,,,6.6511
1927-05-01,,,,,,,,,,,,,,,,6.705
1927-06-01,,,,,,,,,,,,,,,,6.678
1927-07-01,,,,,,,,,,,,,,,,6.5972
1927-08-01,,,,,,,,,,,,,,,,6.5972
1927-09-01,,,,,,,,,,,,,,,,6.4895
1927-10-01,,,,,,,,,,,,,,,,6.3549
1927-11-01,,,,,,,,,,,,,,,,6.3549
1927-12-01,,,,,,,,,,,,,,,,6.3818
1928-01-01,,,,,,,,,,,,,,,,6.5165
1928-02-01,,,,,,,,,,,,,,,,6.5703
1928-03-01,,,,,,,,,,,,,,,,6.6242
1928-04-01,,,,,,,,,,,,,,,,6.5972
1928-05-01,,,,,,,,,,,,,,,,6.678
1928-06-01,,,,,,,,,,,,,,,,6.7319
1928-07-01,,,,,,,,,,,,,,,,6.8127
1928-08-01,,,,,,,,,,,,,,,,6.9473
1928-09-01,,,,,,,,,,,,,,,,7.0012
1928-10-01,,,,,,,,,,,,,,,,7.1358
1928-11-01,,,,,,,,,,,,,,,,7.2704
1928-12-01,,,,,,,,,,,,,,,,7.4051
1929-01-01,,,,,,,,,,,,,,,,7.5128
1929-02-01,,,,,,,,,,,,,,,,7.4858
1929-03-01,,,,,,,,,,,,,,,,7.5128
1929-04-01,,,,,,,,,,,,,,,,7.6474
1929-05-01,,,,,,,,,,,,,,,,7.7821
1929-06-01,,,,,,,,,,,,,,,,7.8359
1929-07-01,,,,,,,,,,,,,,,,7.9436
1929-08-01,,,,,,,,,,,,,,,,7.8628
1929-09-01,,,,,,,,,,,,,,,,7.809
1929-10-01,,,,,,,,,,,,,,,,7.6743
1929-11-01,,,,,,,,,,,,,,,,7.2974
1929-12-01,,,,,,,,,,,,,,,,6.9742
1930-01-01,,,,,,,,,,,,,,,,6.9742
1930-02-01,,,,,,,,,,,,,,,,6.9473
1930-03-01,,,,,,,,,,,,,,,,6.8396
1930-04-01,,,,,,,,,,,,,,,,6.7857
1930-05-01,,,,,,,,,,,,,,,,6.678
1930-06-01,,,,,,,,,,,,,,,,6.4895
1930-07-01,,,,,,,,,,,,,,,,6.1933
1930-08-01,,,,,,,,,,,,,,,,6.0587
1930-09-01,,,,,,,,,,,,,,,,5.951
1930-10-01,,,,,,,,,,,,,,,,5.7894
1930-11-01,,,,,,,,,,,,,,,,5.6548
1930-12-01,,,,,,,,,,,,,,,,5.5201
1931-01-01,,,,,,,,,,,,,,,,5.4932
1931-02-01,,,,,,,,,,,,,,,,5.5201
1931-03-01,,,,,,,,,,,,,,,,5.6279
1931-04-01,,,,,,,,,,,,,,,,5.6548
1931-05-01,,,,,,,,,,,,,,,,5.574
1931-06-01,,,,,,,,,,,,,,,,5.4394
1931-07-01,,,,,,,,,,,,,,,,5.3586
1931-08-01,,,,,,,,,,,,,,,,5.1701
1931-09-01,,,,,,,,,,,,,,,,4.9277
1931-10-01,,,,,,,,,,,,,,,,4.7392
1931-11-01,,,,,,,,,,,,,,,,4.6854
1931-12-01,,,,,,,,,,,,,,,,4.6585
1932-01-01,,,,,,,,,,,,,,,,4.5238
1932-02-01,,,,,,,,,,,,,,,,4.4161
1932-03-01,,,,,,,,,,,,,,,,4.3623
1932-04-01,,,,,,,,,,,,,,,,4.0661
1932-05-01,,,,,,,,,,,,,,,,3.9314
1932-06-01,,,,,,,,,,,,,,,,3.7968
1932-07-01,,,,,,,,,,,,,,,,3.6891
1932-08-01,,,,,,,,,,,,,,,,3.7968
1932-09-01,,,,,,,,,,,,,,,,4.0391
1932-10-01,,,,,,,,,,,,,,,,4.1738
1932-11-01,,,,,,,,,,,,,,,,4.1738
1932-12-01,,,,,,,,,,,,,,,,4.093
1933-01-01,,,,,,,,,,,,,,,,4.0122
1933-02-01,,,,,,,,,,,,,,,,4.0391
1933-03-01,,,,,,,,,,,,,,,,3.7968
1933-04-01,,,,,,,,,,,,,,,,4.0661
1933-05-01,,,,,,,,,,,,,,,,4.7392
1933-06-01,,,,,,,,,,,,,,,,5.4663
1933-07-01,,,,,,,,,,,,,,,,5.9779
1933-08-01,,,,,,,,,,,,,,,,5.7356
1933-09-01,,,,,,,,,,,,,,,,5.4124
1933-10-01,,,,,,,,,,,,,,,,5.1432
1933-11-01,,,,,,,,,,,,,,,,4.847
1933-12-01,,,,,,,,,,,,,,,,4.8739
1934-01-01,,,,,,,,,,,,,,,,5.0354
1934-02-01,,,,,,,,,,,,,,,,5.2778
1934-03-01,,,,,,,,,,,,,,,,5.5201
1934-04-01,,,,,,,,,,,,,,,,5.5201
1934-05-01,,,,,,,,,,,,,,,,5.6278
1934-06-01,,,,,,,,,,,,,,,,5.5201
1934-07-01,,,,,,,,,,,,,,,,5.1432
1934-08-01,,,,,,,,,,,,,,,,5.0893
1934-09-01,,,,,,,,,,,,,,,,4.7931
1934-10-01,,,,,,,,,,,,,,,,5.0085
1934-11-01,,,,,,,,,,,,,,,,5.0624
1934-12-01,,,,,,,,,,,,,,,,5.3855
1935-01-01,,,,,,,,,,,,,,,,5.8163
1935-02-01,,,,,,,,,,,,,,,,5.9241
1935-03-01,,,,,,,,,,,,,,,,5.8971
1935-04-01,,,,,,,,,,,,,,,,5.7894
1935-05-01,,,,,,,,,,,,,,,,5.7894
1935-06-01,,,,,,,,,,,,,,,,5.8702
1935-07-01,,,,,,,,,,,,,,,,5.8702
1935-08-01,,,,,,,,,,,,,,,,6.0856
1935-09-01,,,,,,,,,,,,,,,,6.2472
1935-10-01,,,,,,,,,,,,,,,,6.4357
1935-11-01,,,,,,,,,,,,,,,,6.5703
1935-12-01,,,,,,,,,,,,,,,,6.6511
1936-01-01,,,,,,,,,,,,,,,,6.5434
1936-02-01,,,,,,,,,,,,,,,,6.3818
1936-03-01,,,,,,,,,,,,,,,,6.4626
1936-04-01,,,,,,,,,,,,,,,,6.8665
1936-05-01,,,,,,,,,,,,,,,,7.0012
1936-06-01,,,,,,,,,,,,,,,,7.1358
1936-07-01,,,,,,,,,,,,,,,,7.2704
1936-08-01,,,,,,,,,,,,,,,,7.3781
1936-09-01,,,,,,,,,,,,,,,,7.5128
1936-10-01,,,,,,,,,,,,,,,,7.6205
1936-11-01,,,,,,,,,,,,,,,,7.8359
1936-12-01,,,,,,,,,,,,,,,,8.0783
1937-01-01,,,,,,,,,,,,,,,,8.0513
1937-02-01,,,,,,,,,,,,,,,,8.159
1937-03-01,,,,,,,,,,,,,,,,8.3475
1937-04-01,,,,,,,,,,,,,,,,8.3475
1937-05-01,,,,,,,,,,,,,,,,8.3745
1937-06-01,,,,,,,,,,,,,,,,8.2667
1937-07-01,,,,,,,,,,,,,,,,8.3206
1937-08-01,,,,,,,,,,,,,,,,8.2667
1937-09-01,,,,,,,,,,,,,,,,7.9975
1937-10-01,,,,,,,,,,,,,,,,7.4051
1937-11-01,,,,,,,,,,,,,,,,6.678
1937-12-01,,,,,,,,,,,,,,,,6.0856
1938-01-01,,,,,,,,,,,,,,,,5.951
1938-02-01,,,,,,,,,,,,,,,,5.8971
1938-03-01,,,,,,,,,,,,,,,,5.8971
1938-04-01,,,,,,,,,,,,,,,,5.7894
1938-05-01,,,,,,,,,,,,,,,,5.6548
1938-06-01,,,,,,,,,,,,,,,,5.7086
1938-07-01,,,,,,,,,,,,,,,,6.0318
1938-08-01,,,,,,,,,,,,,,,,6.3549
1938-09-01,,,,,,,,,,,,,,,,6.5434
1938-10-01,,,,,,,,,,,,,,,,6.705
1938-11-01,,,,,,,,,,,,,,,,6.9742
1938-12-01,,,,,,,,,,,,,,,,7.055
1939-01-01,,,,,,,,,,,,,,,,7.055
1939-02-01,,,,,,,,,,,,,,,,7.1089
1939-03-01,,,,,,,,,,,,,,,,7.1358
1939-04-01,,,,,,,,,,,,,,,,7.1089
1939-05-01,,,,,,,,,,,,,,,,7.0819
1939-06-01,,,,,,,,,,,,,,,,7.2435
1939-07-01,,,,,,,,,,,,,,,,7.4589
1939-08-01,,,,,,,,,,,,,,,,7.5666
1939-09-01,,,,,,,,,,,,,,,,8.0244
1939-10-01,,,,,,,,,,,,,,,,8.4283
1939-11-01,,,,,,,,,,,,,,,,8.6437
1939-12-01,,,,,,,,,,,,,,,,8.6437
1940-01-01,,,,,,,,,,,,,,,,8.536
1940-02-01,,,,,,,,,,,,,,,,8.2667
1940-03-01,,,,,,,,,,,,,,,,8.0783
1940-04-01,,,,,,,,,,,,,,,,8.2398
1940-05-01,,,,,,,,,,,,,,,,8.4822
1940-06-01,,,,,,,,,,,,,,,,8.7514
1940-07-01,,,,,,,,,,,,,,,,8.8592
1940-08-01,,,,,,,,,,,,,,,,8.913
1940-09-01,,,,,,,,,,,,,,,,9.1015
1940-10-01,,,,,,,,,,,,,,,,9.2361
1940-11-01,,,,,,,,,,,,,,,,9.4516
1940-12-01,,,,,,,,,,,,,,,,9.7747
1941-01-01,,,,,,,,,,,,,,,,10.017
1941-02-01,,,,,,,,,,,,,,,,10.3132
1941-03-01,,,,,,,,,,,,,,,,10.6364
1941-04-01,,,,,,,,,,,,,,,,10.6633
1941-05-01,,,,,,,,,,,,,,,,11.148
1941-06-01,,,,,,,,,,,,,,,,11.2288
1941-07-01,,,,,,,,,,,,,,,,11.3634
1941-08-01,,,,,,,,,,,,,,,,11.4981
1941-09-01,,,,,,,,,,,,,,,,11.4981
1941-10-01,,,,,,,,,,,,,,,,11.6058
1941-11-01,,,,,,,,,,,,,,,,11.6596
1941-12-01,,,,,,,,,,,,,,,,11.8481
1942-01-01,,,,,,,,,,,,,,,,12.0905
1942-02-01,,,,,,,,,,,,,,,,12.3059
1942-03-01,,,,,,,,,,,,,,,,12.4405
1942-04-01,,,,,,,,,,,,,,,,12.0905
1942-05-01,,,,,,,,,,,,,,,,12.1174
1942-06-01,,,,,,,,,,,,,,,,12.1443
1942-07-01,,,,,,,,,,,,,,,,12.4405
1942-08-01,,,,,,,,,,,,,,,,12.8175
1942-09-01,,,,,,,,,,,,,,,,13.1137
1942-10-01,,,,,,,,,,,,,,,,13.5445
1942-11-01,,,,,,,,,,,,,,,,13.8677
1942-12-01,,,,,,,,,,,,,,,,14.1908
1943-01-01,,,,,,,,,,,,,,,,14.3255
1943-02-01,,,,,,,,,,,,,,,,14.7024
1943-03-01,,,,,,,,,,,,,,,,14.8102
1943-04-01,,,,,,,,,,,,,,,,14.9986
1943-05-01,,,,,,,,,,,,,,,,15.1063
1943-06-01,,,,,,,,,,,,,,,,15.0256
1943-07-01,,,,,,,,,,,,,,,,15.4833
1943-08-01,,,,,,,,,,,,,,,,15.8064
1943-09-01,,,,,,,,,,,,,,,,16.2104
1943-10-01,,,,,,,,,,,,,,,,16.4527
1943-11-01,,,,,,,,,,,,,,,,16.6681
1943-12-01,,,,,,,,,,,,,,,,16.4527
1944-01-01,,,,,,,,,,,,,,,,16.6412
1944-02-01,,,,,,,,,,,,,,,,16.7758
1944-03-01,,,,,,,,,,,,,,,,16.7489
1944-04-01,,,,,,,,,,,,,,,,16.7489
1944-05-01,,,,,,,,,,,,,,,,16.6412
1944-06-01,,,,,,,,,,,,,,,,16.5874
1944-07-01,,,,,,,,,,,,,,,,16.5604
1944-08-01,,,,,,,,,,,,,,,,16.7758
1944-09-01,,,,,,,,,,,,,,,,16.6681
1944-10-01,,,,,,,,,,,,,,,,16.722
1944-11-01,,,,,,,,,,,,,,,,16.5873
1944-12-01,,,,,,,,,,,,,,,,16.5335
1945-01-01,,,,,,,,,,,,,,,,16.3719
1945-02-01,,,,,,,,,,,,,,,,16.3181
1945-03-01,,,,,,,,,,,,,,,,16.2104
1945-04-01,,,,,,,,,,,,,,,,15.9142
1945-05-01,,,,,,,,,,,,,,,,15.4833
1945-06-01,,,,,,,,,,,,,,,,15.1333
1945-07-01,,,,,,,,,,,,,,,,14.7832
1945-08-01,,,,,,,,,,,,,,,,13.2483
1945-09-01,,,,,,,,,,,,,,,,12.0635
1945-10-01,,,,,,,,,,,,,,,,11.5788
1945-11-01,,,,,,,,,,,,,,,,12.0097
1945-12-01,,,,,,,,,,,,,,,,12.0635
1946-01-01,,,,,,,,,,,,,,,,11.3903
1946-02-01,,,,,,,,,,,,,,,,10.8249
1946-03-01,,,,,,,,,,,,,,,,11.9558
1946-04-01,,,,,,,,,,,,,,,,11.7404
1946-05-01,,,,,,,,,,,,,,,,11.3096
1946-06-01,,,,,,,,,,,,,,,,12.0097
1946-07-01,,,,,,,,,,,,,,,,12.4136
1946-08-01,,,,,,,,,,,,,,,,12.8714
1946-09-01,,,,,,,,,,,,,,,,13.1137
1946-10-01,,,,,,,,,,,,,,,,13.356
1946-11-01,,,,,,,,,,,,,,,,13.4368
1946-12-01,,,,,,,,,,,,,,,,13.5176
1947-01-01,,,,,,,,,,,,,,,,13.6792
1947-02-01,,,,,,,,,,,,,,,,13.76
1947-03-01,,,,,,,,,,,,,,,,13.8407
1947-04-01,,,,,,,,,,,,,,,,13.733
1947-05-01,,,,,,,,,,,,,,,,13.7869
1947-06-01,,,,,,,,,,,,,,,,13.7869
1947-07-01,,,,,,,,,,,,,,,,13.7061
1947-08-01,,,,,,,,,,,,,,,,13.7869
1947-09-01,,,,,,,,,,,,,,,,13.8946
1947-10-01,,,,,,,,,,,,,,,,14.0292
1947-11-01,,,,,,,,,,,,,,,,14.2177
1947-12-01,,,,,,,,,,,,,,,,14.2716
1948-01-01,,,,,,,,,,,,,,,,14.3524
1948-02-01,,,,,,,,,,,,,,,,14.3793
1948-03-01,,,,,,,,,,,,,,,,14.2177
1948-04-01,,,,,,,,,,,,,,,,14.2447
1948-05-01,,,,,,,,,,,,,,,,14.487
1948-06-01,,,,,,,,,,,,,,,,14.6755
1948-07-01,,,,,,,,,,,,,,,,14.6755
1948-08-01,,,,,,,,,,,,,,,,14.6216
1948-09-01,,,,,,,,,,,,,,,,14.5139
1948-10-01,,,,,,,,,,,,,,,,14.6217
1948-11-01,,,,,,,,,,,,,,,,14.4332
1948-12-01,,,,,,,,,,,,,,,,14.2985
1949-01-01,,,,,,,,,,,,,,,,14.1639
1949-02-01,,,,,,,,,,,,,,,,14.0292
1949-03-01,,,,,,,,,,,,,,,,13.76
1949-04-01,,,,,,,,,,,,,,,,13.6792
1949-05-01,,,,,,,,,,,,,,,,13.4907
1949-06-01,,,,,,,,,,,,,,,,13.4638
1949-07-01,,,,,,,,,,,,,,,,13.4368
1949-08-01,,,,,,,,,,,,,,,,13.5715
1949-09-01,,,,,,,,,,,,,,,,13.7061
1949-10-01,,,,,,,,,,,,,,,,13.1945
1949-11-01,,,,,,,,,,,,,,,,13.5446
1949-12-01,,,,,,,,,,,,,,,,13.7869
1950-01-01,,,,,,,,,,,,,,,,14.0292
1950-02-01,,,,,,,,,,,,,,,,14.0831
1950-03-01,,,,,,,,,,,,,,,,14.5409
1950-04-01,,,,,,,,,,,,,,,,15.0255
1950-05-01,,,,,,,,,,,,,,,,15.3756
1950-06-01,,,,,,,,,,,,,,,,15.8334
1950-07-01,,,,,,,,,,,,,,,,16.345
1950-08-01,,,,,,,,,,,,,,,,16.8566
1950-09-01,,,,,,,,,,,,,,,,16.7489
1950-10-01,,,,,,,,,,,,,,,,16.8566
1950-11-01,,,,,,,,,,,,,,,,16.8297
1950-12-01,,,,,,,,,,,,,,,,17.1259
1951-01-01,,,,,,,,,,,,,,,,17.1797
1951-02-01,,,,,,,,,,,,,,,,17.2875
1951-03-01,,,,,,,,,,,,,,,,17.3682
1951-04-01,,,,,,,,,,,,,,,,17.3952
1951-05-01,,,,,,,,,,,,,,,,17.3413
1951-06-01,,,,,,,,,,,,,,,,17.2605
1951-07-01,,,,,,,,,,,,,,,,16.9913
1951-08-01,,,,,,,,,,,,,,,,16.8297
1951-09-01,,,,,,,,,,,,,,,,16.9374
1951-10-01,,,,,,,,,,,,,,,,16.9105
1951-11-01,,,,,,,,,,,,,,,,17.0451
1951-12-01,,,,,,,,,,,,,,,,17.1528
1952-01-01,,,,,,,,,,,,,,,,17.3413
1952-02-01,,,,,,,,,,,,,,,,17.449
1952-03-01,,,,,,,,,,,,,,,,17.5029
1952-04-01,,,,,,,,,,,,,,,,17.3413
1952-05-01,,,,,,,,,,,,,,,,17.1798
1952-06-01,,,,,,,,,,,,,,,,17.0182
1952-07-01,,,,,,,,,,,,,,,,16.7489
1952-08-01,,,,,,,,,,,,,,,,17.826
1952-09-01,,,,,,,,,,,,,,,,18.4723
1952-10-01,,,,,,,,,,,,,,,,18.6608
1952-11-01,,,,,,,,,,,,,,,,19.0378
1952-12-01,,,,,,,,,,,,,,,,19.1455
1953-01-01,,,,,,,,,,,,,,,,19.1993
1953-02-01,,,,,,,,,,,,,,,,19.307
1953-03-01,,,,,,,,,,,,,,,,19.4686
1953-04-01,,,,,,,,,,,,,,,,19.5494
1953-05-01,,,,,,,,,,,,,,,,19.6571
1953-06-01,,,,,,,,,,,,,,,,19.5763
1953-07-01,,,,,,,,,,,,,,,,19.8187
1953-08-01,,,,,,,,,,,,,,,,19.7109
1953-09-01,,,,,,,,,,,,,,,,19.307
1953-10-01,,,,,,,,,,,,,,,,19.1455
1953-11-01,,,,,,,,,,,,,,,,18.6877
1953-12-01,,,,,,,,,,,,,,,,18.2299
1954-01-01,,,,,,,,,,,,,,,,18.0953
1954-02-01,,,,,,,,,,,,,,,,18.1492
1954-03-01,,,,,,,,,,,,,,,,18.0414
1954-04-01,,,,,,,,,,,,,,,,17.9337
1954-05-01,,,,,,,,,,,,,,,,18.0414
1954-06-01,,,,,,,,,,,,,,,,18.0953
1954-07-01,,,,,,,,,,,,,,,,18.1222
1954-08-01,,,,,,,,,,,,,,,,18.0953
1954-09-01,,,,,,,,,,,,,,,,18.1222
1954-10-01,,,,,,,,,,,,,,,,18.3377
1954-11-01,,,,,,,,,,,,,,,,18.6338
1954-12-01,,,,,,,,,,,,,,,,18.8762
1955-01-01,,,,,,,,,,,,,,,,19.307
1955-02-01,,,,,,,,,,,,,,,,19.5494
1955-03-01,,,,,,,,,,,,,,,,20.0071
1955-04-01,,,,,,,,,,,,,,,,20.2495
1955-05-01,,,,,,,,,,,,,,,,20.5726
1955-06-01,,,,,,,,,,,,,,,,20.5996
1955-07-01,,,,,,,,,,,,,,,,20.7611
1955-08-01,,,,,,,,,,,,,,,,20.7342
1955-09-01,,,,,,,,,,,,,,,,20.8688
1955-10-01,,,,,,,,,,,,,,,,21.2189
1955-11-01,,,,,,,,,,,,,,,,21.2727
1955-12-01,,,,,,,,,,,,,,,,21.3535
1956-01-01,,,,,,,,,,,,,,,,21.4882
1956-02-01,,,,,,,,,,,,,,,,21.2997
1956-03-01,,,,,,,,,,,,,,,,21.2997
1956-04-01,,,,,,,,,,,,,,,,21.4612
1956-05-01,,,,,,,,,,,,,,,,21.2728
1956-06-01,,,,,,,,,,,,,,,,21.0843
1956-07-01,,,,,,,,,,,,,,,,20.438
1956-08-01,,,,,,,,,,,,,,,,21.2727
1956-09-01,,,,,,,,,,,,,,,,21.7574
1956-10-01,,,,,,,,,,,,,,,,21.9459
1956-11-01,,,,,,,,,,,,,,,,21.7574
1956-12-01,,,,,,,,,,,,,,,,22.0806
1957-01-01,,,,,,,,,,,,,,,,21.9998
1957-02-01,,,,,,,,,,,,,,,,22.2152
1957-03-01,,,,,,,,,,,,,,,,22.1883
1957-04-01,,,,,,,,,,,,,,,,21.8921
1957-05-01,,,,,,,,,,,,,,,,21.8113
1957-06-01,,,,,,,,,,,,,,,,21.8652
1957-07-01,,,,,,,,,,,,,,,,21.9998
1957-08-01,,,,,,,,,,,,,,,,21.9998
1957-09-01,,,,,,,,,,,,,,,,21.8113
1957-10-01,,,,,,,,,,,,,,,,21.4882
1957-11-01,,,,,,,,,,,,,,,,20.9765
1957-12-01,,,,,,,,,,,,,,,,20.5726
1958-01-01,,,,,,,,,,,,,,,,20.1956
1958-02-01,,,,,,,,,,,,,,,,19.7648
1958-03-01,,,,,,,,,,,,,,,,19.5225
1958-04-01,,,,,,,,,,,,,,,,19.1993
1958-05-01,,,,,,,,,,,,,,,,19.3878
1958-06-01,,,,,,,,,,,,,,,,19.8994
1958-07-01,,,,,,,,,,,,,,,,20.1956
1958-08-01,,,,,,,,,,,,,,,,20.5995
1958-09-01,,,,,,,,,,,,,,,,20.7881
1958-10-01,,,,,,,,,,,,,,,,21.0304
1958-11-01,,,,,,,,,,,,,,,,21.6497
1958-12-01,,,,,,,,,,,,,,,,21.6767
1959-01-01,,,,,,,,,,,,,,,,21.9998
1959-02-01,,,,,,,,,,,,,,,,22.4306
1959-03-01,,,,,,,,,,,,,,,,22.7538
1959-04-01,,,,,,,,,,,,,,,,23.2384
1959-05-01,,,,,,,,,,,,,,,,23.5885
1959-06-01,,,,,,,,,,,,,,,,23.6155
1959-07-01,,,,,,,,,,,,,,,,23.05
1959-08-01,,,,,,,,,,,,,,,,22.2691
1959-09-01,,,,,,,,,,,,,,,,22.2421
1959-10-01,,,,,,,,,,,,,,,,22.0806
1959-11-01,,,,,,,,,,,,,,,,22.2152
1959-12-01,,,,,,,,,,,,,,,,23.5885
1960-01-01,,,,,,,,,,,,,,,,24.2078
1960-02-01,,,,,,,,,,,,,,,,23.9924
1960-03-01,,,,,,,,,,,,,,,,23.777
1960-04-01,,,,,,,,,,,,,,,,23.5885
1960-05-01,,,,,,,,,,,,,,,,23.5616
1960-06-01,,,,,,,,,,,,,,,,23.2654
1960-07-01,,,,,,,,,,,,,,,,23.1846
1960-08-01,,,,,,,,,,,,,,,,23.1577
1960-09-01,,,,,,,,,,,,,,,,22.9153
1960-10-01,,,,,,,,,,,,,,,,22.8884
1960-11-01,,,,,,,,,,,,,,,,22.5653
1960-12-01,,,,,,,,,,,,,,,,22.1344
1961-01-01,,,,,,,,,,,,,,,,22.1613
1961-02-01,,,,,,,,,,,,,,,,22.1344
1961-03-01,,,,,,,,,,,,,,,,22.2691
1961-04-01,,,,,,,,,,,,,,,,22.7268
1961-05-01,,,,,,,,,,,,,,,,23.0769
1961-06-01,,,,,,,,,,,,,,,,23.4
1961-07-01,,,,,,,,,,,,,,,,23.6693
1961-08-01,,,,,,,,,,,,,,,,23.8847
1961-09-01,,,,,,,,,,,,,,,,23.8578
