fecha,IGAE,ActividadIndustrial,FBCF,IMCP,ANTAD,AUTOS,TARJETAS,Desempleo,IMSS,EPU,INPC,TC,TIIE,Balanza,BMV,INDPRO
1961-10-01,,,,,,,,,,,,,,,,24.3156
1961-11-01,,,,,,,,,,,,,,,,24.6926
1961-12-01,,,,,,,,,,,,,,,,24.908
1962-01-01,,,,,,,,,,,,,,,,24.6925
1962-02-01,,,,,,,,,,,,,,,,25.0964
1962-03-01,,,,,,,,,,,,,,,,25.2311
1962-04-01,,,,,,,,,,,,,,,,25.285
1962-05-01,,,,,,,,,,,,,,,,25.258
1962-06-01,,,,,,,,,,,,,,,,25.2042
1962-07-01,,,,,,,,,,,,,,,,25.4465
1962-08-01,,,,,,,,,,,,,,,,25.4734
1962-09-01,,,,,,,,,,,,,,,,25.635
1962-10-01,,,,,,,,,,,,,,,,25.6619
1962-11-01,,,,,,,,,,,,,,,,25.7696
1962-12-01,,,,,,,,,,,,,,,,25.7696
1963-01-01,,,,,,,,,,,,,,,,25.9581
1963-02-01,,,,,,,,,,,,,,,,26.2544
1963-03-01,,,,,,,,,,,,,,,,26.4159
1963-04-01,,,,,,,,,,,,,,,,26.6582
1963-05-01,,,,,,,,,,,,,,,,26.9814
1963-06-01,,,,,,,,,,,,,,,,27.0622
1963-07-01,,,,,,,,,,,,,,,,26.9545
1963-08-01,,,,,,,,,,,,,,,,27.0083
1963-09-01,,,,,,,,,,,,,,,,27.2776
1963-10-01,,,,,,,,,,,,,,,,27.4661
1963-11-01,,,,,,,,,,,,,,,,27.6007
1963-12-01,,,,,,,,,,,,,,,,27.5469
1964-01-01,,,,,,,,,,,,,,,,27.7892
1964-02-01,,,,,,,,,,,,,,,,27.9777
1964-03-01,,,,,,,,,,,,,,,,27.9777
1964-04-01,,,,,,,,,,,,,,,,28.4355
1964-05-01,,,,,,,,,,,,,,,,28.597
1964-06-01,,,,,,,,,,,,,,,,28.6778
1964-07-01,,,,,,,,,,,,,,,,28.8663
1964-08-01,,,,,,,,,,,,,,,,29.0548
1964-09-01,,,,,,,,,,,,,,,,29.1625
1964-10-01,,,,,,,,,,,,,,,,28.7586
1964-11-01,,,,,,,,,,,,,,,,29.6472
1964-12-01,,,,,,,,,,,,,,,,29.9973
1965-01-01,,,,,,,,,,,,,,,,30.3204
1965-02-01,,,,,,,,,,,,,,,,30.5089
1965-03-01,,,,,,,,,,,,,,,,30.9128
1965-04-01,,,,,,,,,,,,,,,,31.0474
1965-05-01,,,,,,,,,,,,,,,,31.2898
1965-06-01,,,,,,,,,,,,,,,,31.5321
1965-07-01,,,,,,,,,,,,,,,,31.8283
1965-08-01,,,,,,,,,,,,,,,,31.963
1965-09-01,,,,,,,,,,,,,,,,32.0438
1965-10-01,,,,,,,,,,,,,,,,32.3669
1965-11-01,,,,,,,,,,,,,,,,32.5015
1965-12-01,,,,,,,,,,,,,,,,32.9054
1966-01-01,,,,,,,,,,,,,,,,33.2286
1966-02-01,,,,,,,,,,,,,,,,33.444
1966-03-01,,,,,,,,,,,,,,,,33.9018
1966-04-01,,,,,,,,,,,,,,,,33.9556
1966-05-01,,,,,,,,,,,,,,,,34.2787
1966-06-01,,,,,,,,,,,,,,,,34.4403
1966-07-01,,,,,,,,,,,,,,,,34.6288
1966-08-01,,,,,,,,,,,,,,,,34.6557
1966-09-01,,,,,,,,,,,,,,,,34.9789
1966-10-01,,,,,,,,,,,,,,,,35.2212
1966-11-01,,,,,,,,,,,,,,,,34.9788
1966-12-01,,,,,,,,,,,,,,,,35.0596
1967-01-01,,,,,,,,,,,,,,,,35.225
1967-02-01,,,,,,,,,,,,,,,,34.8255
1967-03-01,,,,,,,,,,,,,,,,34.6292
1967-04-01,,,,,,,,,,,,,,,,34.9558
1967-05-01,,,,,,,,,,,,,,,,34.6508
1967-06-01,,,,,,,,,,,,,,,,34.6465
1967-07-01,,,,,,,,,,,,,,,,34.5676
1967-08-01,,,,,,,,,,,,,,,,35.2299
1967-09-01,,,,,,,,,,,,,,,,35.1727
1967-10-01,,,,,,,,,,,,,,,,35.4591
1967-11-01,,,,,,,,,,,,,,,,35.9663
1967-12-01,,,,,,,,,,,,,,,,36.3536
1968-01-01,,,,,,,,,,,,,,,,36.3145
1968-02-01,,,,,,,,,,,,,,,,36.4446
1968-03-01,,,,,,,,,,,,,,,,36.5584
1968-04-01,,,,,,,,,,,,,,,,36.6113
1968-05-01,,,,,,,,,,,,,,,,37.022
1968-06-01,,,,,,,,,,,,,,,,37.158
1968-07-01,,,,,,,,,,,,,,,,37.101
1968-08-01,,,,,,,,,,,,,,,,37.2045
1968-09-01,,,,,,,,,,,,,,,,37.3454
1968-10-01,,,,,,,,,,,,,,,,37.4196
1968-11-01,,,,,,,,,,,,,,,,37.9036
1968-12-01,,,,,,,,,,,,,,,,38.0233
1969-01-01,,,,,,,,,,,,,,,,38.2533
1969-02-01,,,,,,,,,,,,,,,,38.4981
1969-03-01,,,,,,,,,,,,,,,,38.8
1969-04-01,,,,,,,,,,,,,,,,38.6573
1969-05-01,,,,,,,,,,,,,,,,38.5111
1969-06-01,,,,,,,,,,,,,,,,38.8874
1969-07-01,,,,,,,,,,,,,,,,39.0927
1969-08-01,,,,,,,,,,,,,,,,39.1825
1969-09-01,,,,,,,,,,,,,,,,39.1737
1969-10-01,,,,,,,,,,,,,,,,39.1852
1969-11-01,,,,,,,,,,,,,,,,38.8158
1969-12-01,,,,,,,,,,,,,,,,38.7116
1970-01-01,,,,,,,,,,,,,,,,37.9948
1970-02-01,,,,,,,,,,,,,,,,37.9698
1970-03-01,,,,,,,,,,,,,,,,37.9205
1970-04-01,,,,,,,,,,,,,,,,37.823
1970-05-01,,,,,,,,,,,,,,,,37.7789
1970-06-01,,,,,,,,,,,,,,,,37.6567
1970-07-01,,,,,,,,,,,,,,,,37.7491
1970-08-01,,,,,,,,,,,,,,,,37.6818
1970-09-01,,,,,,,,,,,,,,,,37.4221
1970-10-01,,,,,,,,,,,,,,,,36.6735
1970-11-01,,,,,,,,,,,,,,,,36.4514
1970-12-01,,,,,,,,,,,,,,,,37.2885
1971-01-01,,,,,,,,,,,,,,,,37.5753
1971-02-01,,,,,,,,,,,,,,,,37.5037
1971-03-01,,,,,,,,,,,,,,,,37.4631
1971-04-01,,,,,,,,,,,,,,,,37.6735
1971-05-01,,,,,,,,,,,,,,,,37.8646
1971-06-01,,,,,,,,,,,,,,,,38.0234
1971-07-01,,,,,,,,,,,,,,,,37.9131
1971-08-01,,,,,,,,,,,,,,,,37.693
1971-09-01,,,,,,,,,,,,,,,,38.3056
1971-10-01,,,,,,,,,,,,,,,,38.5924
1971-11-01,,,,,,,,,,,,,,,,38.7561
1971-12-01,,,,,,,,,,,,,,,,39.2035
1972-01-01,,,,,,,,,,,,,,,,40.1408
1972-02-01,,,,,,,,,,,,,,,,40.5459
1972-03-01,,,,,,,,,,,,,,,,40.8263
1972-04-01,,,,,,,,,,,,,,,,41.2348
1972-05-01,,,,,,,,,,,,,,,,41.2405
1972-06-01,,,,,,,,,,,,,,,,41.3497
1972-07-01,,,,,,,,,,,,,,,,41.3035
1972-08-01,,,,,,,,,,,,,,,,41.879
1972-09-01,,,,,,,,,,,,,,,,42.2132
1972-10-01,,,,,,,,,,,,,,,,42.7494
1972-11-01,,,,,,,,,,,,,,,,43.2548
1972-12-01,,,,,,,,,,,,,,,,43.7367
1973-01-01,,,,,,,,,,,,,,,,44.0529
1973-02-01,,,,,,,,,,,,,,,,44.6827
1973-03-01,,,,,,,,,,,,,,,,44.7045
1973-04-01,,,,,,,,,,,,,,,,44.6387
1973-05-01,,,,,,,,,,,,,,,,44.9429
1973-06-01,,,,,,,,,,,,,,,,45.0035
1973-07-01,,,,,,,,,,,,,,,,45.1636
1973-08-01,,,,,,,,,,,,,,,,45.1019
1973-09-01,,,,,,,,,,,,,,,,45.4624
1973-10-01,,,,,,,,,,,,,,,,45.847
1973-11-01,,,,,,,,,,,,,,,,46.0553
1973-12-01,,,,,,,,,,,,,,,,45.923
1974-01-01,,,,,,,,,,,,,,,,45.6204
1974-02-01,,,,,,,,,,,,,,,,45.4759
1974-03-01,,,,,,,,,,,,,,,,45.4777
1974-04-01,,,,,,,,,,,,,,,,45.3451
1974-05-01,,,,,,,,,,,,,,,,45.7044
1974-06-01,,,,,,,,,,,,,,,,45.6238
1974-07-01,,,,,,,,,,,,,,,,45.7221
1974-08-01,,,,,,,,,,,,,,,,45.2366
1974-09-01,,,,,,,,,,,,,,,,45.2365
1974-10-01,,,,,,,,,,,,,,,,45.1133
1974-11-01,,,,,,,,,,,,,,,,43.6278
1974-12-01,,,,,,,,,,,,,,,,42.0533
1975-01-01,,,,,,,,,,,,,,,,41.4676
1975-02-01,,,,,,,,,,,,,,,,40.5165
1975-03-01,,,,,,,,,,,,,,,,40.0638
1975-04-01,,,,,,,,,,,,,,,,40.1573
1975-05-01,,,,,,,,,,,,,,,,40.0253
1975-06-01,,,,,,,,,,,,,,,,40.2772
1975-07-01,,,,,,,,,,,,,,,,40.6994
1975-08-01,,,,,,,,,,,,,,,,41.0998
1975-09-01,,,,,,,,,,,,,,,,41.6304
1975-10-01,,,,,,,,,,,,,,,,41.8135
1975-11-01,,,,,,,,,,,,,,,,41.8697
1975-12-01,,,,,,,,,,,,,,,,42.4414
1976-01-01,,,,,,,,,,,,,,,,43.0012
1976-02-01,,,,,,,,,,,,,,,,43.4229
1976-03-01,,,,,,,,,,,,,,,,43.5168
1976-04-01,,,,,,,,,,,,,,,,43.7327
1976-05-01,,,,,,,,,,,,,,,,43.9186
1976-06-01,,,,,,,,,,,,,,,,43.9637
1976-07-01,,,,,,,,,,,,,,,,44.2141
1976-08-01,,,,,,,,,,,,,,,,44.5182
1976-09-01,,,,,,,,,,,,,,,,44.6721
1976-10-01,,,,,,,,,,,,,,,,44.6585
1976-11-01,,,,,,,,,,,,,,,,45.3392
1976-12-01,,,,,,,,,,,,,,,,45.8294
1977-01-01,,,,,,,,,,,,,,,,45.5087
1977-02-01,,,,,,,,,,,,,,,,46.2277
1977-03-01,,,,,,,,,,,,,,,,46.8185
1977-04-01,,,,,,,,,,,,,,,,47.2684
1977-05-01,,,,,,,,,,,,,,,,47.6411
1977-06-01,,,,,,,,,,,,,,,,48.0116
1977-07-01,,,,,,,,,,,,,,,,48.073
1977-08-01,,,,,,,,,,,,,,,,48.1205
1977-09-01,,,,,,,,,,,,,,,,48.3189
1977-10-01,,,,,,,,,,,,,,,,48.3871
1977-11-01,,,,,,,,,,,,,,,,48.4761
1977-12-01,,,,,,,,,,,,,,,,48.5629
1978-01-01,,,,,,,,,,,,,,,,47.8481
1978-02-01,,,,,,,,,,,,,,,,48.1044
1978-03-01,,,,,,,,,,,,,,,,49.0265
1978-04-01,,,,,,,,,,,,,,,,50.0206
1978-05-01,,,,,,,,,,,,,,,,50.254
1978-06-01,,,,,,,,,,,,,,,,50.5801
1978-07-01,,,,,,,,,,,,,,,,50.5384
1978-08-01,,,,,,,,,,,,,,,,50.7458
1978-09-01,,,,,,,,,,,,,,,,50.8744
1978-10-01,,,,,,,,,,,,,,,,51.2559
1978-11-01,,,,,,,,,,,,,,,,51.6514
1978-12-01,,,,,,,,,,,,,,,,51.909
1979-01-01,,,,,,,,,,,,,,,,51.6278
1979-02-01,,,,,,,,,,,,,,,,51.8752
1979-03-01,,,,,,,,,,,,,,,,52.0446
1979-04-01,,,,,,,,,,,,,,,,51.4193
1979-05-01,,,,,,,,,,,,,,,,51.8856
1979-06-01,,,,,,,,,,,,,,,,51.8965
1979-07-01,,,,,,,,,,,,,,,,51.8097
1979-08-01,,,,,,,,,,,,,,,,51.4684
1979-09-01,,,,,,,,,,,,,,,,51.4597
1979-10-01,,,,,,,,,,,,,,,,51.8334
1979-11-01,,,,,,,,,,,,,,,,51.7531
1979-12-01,,,,,,,,,,,,,,,,51.7878
1980-01-01,,,,,,,,,,,,,,,,52.0679
1980-02-01,,,,,,,,,,,,,,,,52.082
1980-03-01,,,,,,,,,,,,,,,,51.87
1980-04-01,,,,,,,,,,,,,,,,50.8397
1980-05-01,,,,,,,,,,,,,,,,49.589
1980-06-01,,,,,,,,,,,,,,,,48.9482
1980-07-01,,,,,,,,,,,,,,,,48.6039
1980-08-01,,,,,,,,,,,,,,,,48.7563
1980-09-01,,,,,,,,,,,,,,,,49.5608
1980-10-01,,,,,,,,,,,,,,,,50.1908
1980-11-01,,,,,,,,,,,,,,,,51.0311
1980-12-01,,,,,,,,,,,,,,,,51.3708
1981-01-01,,,,,,,,,,,,,,,,51.0415
1981-02-01,,,,,,,,,,,,,,,,50.824
1981-03-01,,,,,,,,,,,,,,,,51.0826
1981-04-01,,,,,,,,,,,,,,,,50.858
1981-05-01,,,,,,,,,,,,,,,,51.1495
1981-06-01,,,,,,,,,,,,,,,,51.4101
1981-07-01,,,,,,,,,,,,,,,,51.7471
1981-08-01,,,,,,,,,,,,,,,,51.6826
1981-09-01,,,,,,,,,,,,,,,,51.4337
1981-10-01,,,,,,,,,,,,,,,,51.0281
1981-11-01,,,,,,,,,,,,,,,,50.435
1981-12-01,,,,,,,,,,,,,,,,49.8987
1982-01-01,,,,,,,,,,,,,,,,48.8685
1982-02-01,,,,,,,,,,,,,,,,49.8636
1982-03-01,,,,,,,,,,,,,,,,49.5323
1982-04-01,,,,,,,,,,,,,,,,49.075
1982-05-01,,,,,,,,,,,,,,,,48.7483
1982-06-01,,,,,,,,,,,,,,,,48.6214
1982-07-01,,,,,,,,,,,,,,,,48.4616
1982-08-01,,,,,,,,,,,,,,,,48.0192
1982-09-01,,,,,,,,,,,,,,,,47.9008
1982-10-01,,,,,,,,,,,,,,,,47.4371
1982-11-01,,,,,,,,,,,,,,,,47.283
1982-12-01,,,,,,,,,,,,,,,,46.9485
1983-01-01,,,,,,,,,,,,,,,,47.8234
1983-02-01,,,,,,,,,,,,,,,,47.5233
1983-03-01,,,,,,,,,,,,,,,,47.9244
1983-04-01,,,,,,,,,,,,,,,,48.5311
1983-05-01,,,,,,,,,,,,,,,,48.8239
1983-06-01,,,,,,,,,,,,,,,,49.123
1983-07-01,,,,,,,,,,,,,,,,49.8546
1983-08-01,,,,,,,,,,,,,,,,50.4443
1983-09-01,,,,,,,,,,,,,,,,51.178
1983-10-01,,,,,,,,,,,,,,,,51.5693
1983-11-01,,,,,,,,,,,,,,,,51.7993
1983-12-01,,,,,,,,,,,,,,,,52.0594
1984-01-01,,,,,,,,,,,,,,,,53.0985
1984-02-01,,,,,,,,,,,,,,,,53.3318
1984-03-01,,,,,,,,,,,,,,,,53.5929
1984-04-01,,,,,,,,,,,,,,,,53.91
1984-05-01,,,,,,,,,,,,,,,,54.2026
1984-06-01,,,,,,,,,,,,,,,,54.4014
1984-07-01,,,,,,,,,,,,,,,,54.5521
1984-08-01,,,,,,,,,,,,,,,,54.6083
1984-09-01,,,,,,,,,,,,,,,,54.4466
1984-10-01,,,,,,,,,,,,,,,,54.4406
1984-11-01,,,,,,,,,,,,,,,,54.624
1984-12-01,,,,,,,,,,,,,,,,54.6416
1985-01-01,,,,,,,,,,,,,,,,54.6322
1985-02-01,,,,,,,,,,,,,,,,54.7825
1985-03-01,,,,,,,,,,,,,,,,54.8653
1985-04-01,,,,,,,,,,,,,,,,54.7459
1985-05-01,,,,,,,,,,,,,,,,54.8255
1985-06-01,,,,,,,,,,,,,,,,54.7989
1985-07-01,,,,,,,,,,,,,,,,54.5396
1985-08-01,,,,,,,,,,,,,,,,54.7055
1985-09-01,,,,,,,,,,,,,,,,54.8906
1985-10-01,,,,,,,,,,,,,,,,54.7199
1985-11-01,,,,,,,,,,,,,,,,54.9124
1985-12-01,,,,,,,,,,,,,,,,55.4412
1986-01-01,,,,,,,,,,,,,,,,55.7481
1986-02-01,,,,,,,,,,,,,,,,55.3568
1986-03-01,,,,,,,,,,,,,,,,54.9625
1986-04-01,,,,,,,,,,,,,,,,55.0413
1986-05-01,,,,,,,,,,,,,,,,55.1226
1986-06-01,,,,,,,,,,,,,,,,54.9005
1986-07-01,,,,,,,,,,,,,,,,55.2592
1986-08-01,,,,,,,,,,,,,,,,55.1567
1986-09-01,,,,,,,,,,,,,,,,55.2975
1986-10-01,,,,,,,,,,,,,,,,55.5332
1986-11-01,,,,,,,,,,,,,,,,55.7557
1986-12-01,,,,,,,,,,,,,,,,56.2845
1987-01-01,,,,,,,,,,,,,,,,56.0882
1987-02-01,,,,,,,,,,,,,,,,56.8275
1987-03-01,,,,,,,,,,,,,,,,56.9098
1987-04-01,,,,,,,,,,,,,,,,57.2701
1987-05-01,,,,,,,,,,,,,,,,57.6322
1987-06-01,,,,,,,,,,,,,,,,57.9307
1987-07-01,,,,,,,,,,,,,,,,58.3258
1987-08-01,,,,,,,,,,,,,,,,58.7636
1987-09-01,,,,,,,,,,,,,,,,58.9951
1987-10-01,,,,,,,,,,,,,,,,59.781
1987-11-01,,,,,,,,,,,,,,,,60.0726
1987-12-01,,,,,,,,,,,,,,,,60.4095
1988-01-01,,,,,,,,,,,,,,,,60.3976
1988-02-01,,,,,,,,,,,,,,,,60.7003
1988-03-01,,,,,,,,,,,,,,,,60.8501
1988-04-01,,,,,,,,,,,,,,,,61.2031
1988-05-01,,,,,,,,,,,,,,,,61.0797
1988-06-01,,,,,,,,,,,,,,,,61.2569
1988-07-01,,,,,,,,,,,,,,,,61.2659
1988-08-01,,,,,,,,,,,,,,,,61.5731
1988-09-01,,,,,,,,,,,,,,,,61.3807
1988-10-01,,,,,,,,,,,,,,,,61.6453
1988-11-01,,,,,,,,,,,,,,,,61.7944
1988-12-01,,,,,,,,,,,,,,,,62.0743
1989-01-01,,,,,,,,,,,,,,,,62.2574
1989-02-01,,,,,,,,,,,,,,,,61.9819
1989-03-01,,,,,,,,,,,,,,,,62.1369
1989-04-01,,,,,,,,,,,,,,,,62.1276
1989-05-01,,,,,,,,,,,,,,,,61.7744
1989-06-01,,,,,,,,,,,,,,,,61.7697
1989-07-01,,,,,,,,,,,,,,,,61.1738
1989-08-01,,,,,,,,,,,,,,,,61.7732
1989-09-01,,,,,,,,,,,,,,,,61.5796
1989-10-01,,,,,,,,,,,,,,,,61.4966
1989-11-01,,,,,,,,,,,,,,,,61.7044
1989-12-01,,,,,,,,,,,,,,,,62.0428
1990-01-01,,,,,,,,,,,,,,,,61.729
1990-02-01,,,,,,,,,,,,,,,,62.2896
1990-03-01,,,,,,,,,,,,,,,,62.5999
1990-04-01,,,,,,,,,,,,,,,,62.4359
1990-05-01,,,,,,,,,,,,,,,,62.6258
1990-06-01,,,,,,,,,,,,,,,,62.8382
1990-07-01,,,,,,,,,,,,,,,,62.7284
1990-08-01,,,,,,,,,,,,,,,,62.9475
1990-09-01,,,,,,,,,,,,,,,,62.9523
1990-10-01,,,,,,,,,,,,,,,,62.5845
1990-11-01,,,,,,,,,,,,,,,,61.7887
1990-12-01,,,,,,,,,,,,,,,,61.3352
1991-01-01,,,,,,,,,,,,,,,,61.1355
1991-02-01,,,,,,,,,,,,,,,,60.6838
1991-03-01,,,,,,,,,,,,,,,,60.3346
1991-04-01,,,,,,,,,,,,,,,,60.4938
1991-05-01,,,,,,,,,,,,,,,,61.0633
1991-06-01,,,,,,,,,,,,,,,,61.5581
1991-07-01,,,,,,,,,,,,,,,,61.7305
1991-08-01,,,,,,,,,,,,,,,,61.7298
1991-09-01,,,,,,,,,,,,,,,,62.2195
1991-10-01,,,,,,,,,,,,,,,,62.1855
1991-11-01,,,,,,,,,,,,,,,,62.0871
1991-12-01,,,,,,,,,,,,,,,1431.5,61.7852
1992-01-01,,,,,,,,,,,11.657778,3.06772,,,1623.5,61.4616
1992-02-01,,,,,,,,,,,11.7959,3.06291,,,1860.5999755859375,61.8955
1992-03-01,,,,,,,,,,,11.915948,3.06677,,,1875.699951171875,62.4232
1992-04-01,,,,,,,,,,,12.022171,3.06941,,,1838.300048828125,62.897
1992-05-01,,,,,,,,,,,12.101438,3.10184,,,1892.300048828125,63.104
1992-06-01,,,,,,,,,,,12.183345,3.11916,,,1599.300048828125,63.1363
1992-07-01,,,,,,,,,,,12.260272,3.11557,,,1569.699951171875,63.7176
1992-08-01,,,,,,,,,,,12.335592,3.0881,,,1400.4000244140625,63.3613
1992-09-01,,,,,,,,,,,12.442897,3.0893,,,1327.0999755859375,63.5703
1992-10-01,,,,,,,,,,,12.532494,3.12445,,,1597.300048828125,63.9995
1992-11-01,,,,,,,,,,,12.63662,3.11832,,,1716.0,64.2422
1992-12-01,,,,,,,,,,,12.816553,3.11888,,,1759.4000244140625,64.3507
1993-01-01,56.2778528192,63.2720623041,54.5607650968,52.5347487347,41.2296360640975,43.88565219209888,,,,,12.97732,3.10869,,-1165261.1999999997,1653.199951171875,64.5978
1993-02-01,57.7022153856,65.7545184654,55.7304853202,53.2226310058,42.19363535778184,46.53432764940406,,,,,13.083345,3.09784,,-1327881.3000000003,1546.699951171875,64.9089
1993-03-01,57.8118627233,66.2254657118,56.4957325695,53.7867835738,42.432923288364904,46.4191049136703,,,,,13.159594,3.10797,,-1263536.6999999997,1771.699951171875,64.8522
1993-04-01,57.1834541757,65.3942878753,56.0009157045,53.1869434102,43.44210558165311,40.28090320040259,,,,,13.23548,3.09758,,-1268651.2000000002,1662.800048828125,65.0301
1993-05-01,57.8781693199,65.3882022874,57.0631933017,53.9972822576,43.71528197127247,42.99949945126601,,,,,13.311137,3.12334,,-1275933.2999999998,1613.0,64.784
1993-06-01,57.4400144433,64.9011362642,54.9017644984,53.5614507136,43.87137813177374,42.0226324563955,,,,,13.385797,3.12111,,-1113320.9000000004,1666.300048828125,64.9301
1993-07-01,58.3091249472,65.4899959102,55.8329365108,53.5024690405,44.63319783156803,41.1251081147834,,,,,13.450123,3.12365,,-1434348.5,1773.0,65.1052
1993-08-01,58.0857253932,65.646416493,57.3138437484,53.2508601664,44.74562721444685,39.532712325817684,,,,,13.522112,3.11211,,-1030096.2999999998,1902.800048828125,65.0267
1993-09-01,57.8383028097,65.4956387352,57.9250326027,53.7110887222,43.48472048441019,37.52181823228316,,,,,13.622261,3.11319,,-1126521.0,1834.4000244140625,65.3717
1993-10-01,57.7529322322,65.7835751465,59.2078721987,53.7858368491,44.70615624858262,34.52269534119103,,,,,13.677973,3.11522,,-800880.9000000004,2016.4000244140625,65.8509
1993-11-01,57.6107545933,65.8207090216,61.3002693713,53.5310205867,44.77822716813403,35.39665989247007,,,,,13.738302,3.15307,,-807422.8000000007,2212.800048828125,66.1518
1993-12-01,58.4809559634,66.8254085605,60.9620814986,56.0500409656,45.4929264044461,34.06683933010769,,,,,13.843055,3.10796,,-911752.7000000002,2603.0,66.5436
1994-01-01,58.7405655047,67.2986695328,62.3887533176,54.5569065926,46.73524796530076,41.272849333327976,,,,,13.950375,3.1072,,-1487608.5999999996,2783.300048828125,66.7351
1994-02-01,58.7087909344,66.9466360654,63.9644982885,54.9236215548,47.223274594826115,42.88061075155174,,,,,14.022124,3.12112,,-1647183.5,2585.39990234375,66.774
1994-03-01,59.1913663582,67.6799520962,65.963404986,55.0595494218,48.90014805729283,42.51108360718925,,,,,14.094225,3.29936,,-1427618.0,2410.39990234375,67.4552
1994-04-01,60.4167924371,71.1011254774,67.5773517196,56.050169962,47.23410395728112,43.81393387304819,,,,,14.163251,3.34559,,-1670265.0,2295.5,67.8541
1994-05-01,60.3439381388,68.397739942,66.0349423538,56.3004655831,48.59578665750861,47.5425067071646,,,,,14.231682,3.31668,,-1611425.1000000006,2477.699951171875,68.1663
1994-06-01,60.4263575642,68.3318694474,66.2846539617,56.6857650763,48.65115374798075,46.806034743896035,,,,,14.302895,3.3667,,-1614114.2999999998,2258.199951171875,68.6265
1994-07-01,59.9420582519,68.2210340811,66.1345685192,56.9446222408,49.39430387225774,42.7096948324595,,,,,14.366327,3.40192,,-1719271.2999999998,2461.0,68.7178
1994-08-01,60.4516847959,69.0267402455,66.5823440221,57.2304799235,49.046784454670934,42.74018761799061,,,,,14.433287,3.38079,,-1646452.7999999998,2710.0,69.1785
1994-09-01,60.8752167062,69.2469543105,65.6680558406,57.2474181164,50.30210267004117,39.829306653124945,,,,,14.535937,3.40096,,-1595771.7999999998,2746.10009765625,69.3961
1994-10-01,61.0857543073,68.8107948736,66.5722675946,57.4829860101,50.04943102262518,38.4589116510856,,,,,14.612245,3.41952,,-1622918.5999999996,2552.10009765625,69.9544
1994-11-01,61.3116811855,68.5997423436,65.244540361,57.8517149202,49.776090993354,34.814047910916706,,,,,14.690361,3.44284,,-1175766.9000000004,2591.300048828125,70.4326
1994-12-01,60.7823194977,68.4206888668,58.1536113816,57.1351426407,50.59001349823594,35.39349681745245,,,,,14.819204,4.0836,,-1367793.4000000004,2373.0,71.1523
1995-01-01,60.9032848415,69.400683022,51.2705071675,54.5033210639,49.90017841846939,32.868460484471804,,,,,15.376991,5.62534,,-152460.7999999998,2067.60009765625,71.2734
1995-02-01,56.9953794654,63.1808951366,42.3416548186,53.929648688,46.73028155880668,21.348457317861453,,,,,16.028707,5.6695,,366552.7000000002,1533.199951171875,71.193
1995-03-01,56.7175012079,62.1735285138,42.3768445928,53.2537908267,46.499859636256055,19.171276071598605,,,,,16.973617,6.77216,,210152.59999999963,1826.4000244140625,71.3113
1995-04-01,55.1037705001,59.5702584882,41.5162219552,52.7082939039,41.08446989219576,11.929246952841172,,,,,18.326133,6.20638,,687625.8000000007,1969.5,71.1882
1995-05-01,54.6918506521,59.2230678592,38.419311692,52.2110748988,39.97887064669623,11.684090481443823,,,,,19.09209,5.98607,,801382.0,1934.5,71.5378
1995-06-01,55.2997684719,59.5462783638,40.134826846,52.5813556411,39.79848429184754,11.033786699996858,,,,,19.698024,6.22688,,691887.7000000002,2195.89990234375,71.7749
1995-07-01,55.6973428528,59.9993162347,40.3419866745,52.6099898482,39.68469395725953,11.147540108752484,,,,,20.099588,6.12499,,687816.5,2369.10009765625,71.4748
1995-08-01,56.1275666625,60.1166249929,40.7372333733,52.7761434903,40.60436942383916,12.058729631626077,,,,,20.432981,6.20552,,786569.3000000007,2505.199951171875,72.4223
1995-09-01,56.6147681729,61.0916256695,42.7454973805,52.842645034,40.30892020123428,12.988758324990377,,,,,20.855643,6.3134,,792197.7000000002,2392.300048828125,72.7144
1995-10-01,55.391646551,58.5610318254,42.8911157095,52.5894381179,40.882494139908204,13.650211733892537,,,,,21.284762,6.74983,,697453.5999999996,2308.10009765625,72.5866
1995-11-01,57.1639822578,62.4612422764,44.4917349717,52.9398264555,41.00284354042654,16.181165481386344,,,,,21.809608,7.70558,,676788.7999999998,2689.0,72.7779
1995-12-01,59.2112451812,66.72751160360001,46.2164305339,53.9633360571,40.70044378729239,13.36973776717496,,,,,22.520167,7.68073,,772079.5999999996,2778.5,73.0305
1996-01-01,59.1358462971,66.2200623845,47.0531346979,53.7205743423,41.574184609352706,17.599620123994125,,,,200.40365465524465,23.329754,7.476,,889477.3999999994,3034.699951171875,72.6125
1996-02-01,58.6138162215,65.7852352348,45.7720125944,53.5417053728,39.27516025710827,17.948586612373177,,,,121.81696287787935,23.874262,7.52403,,517265.9000000004,2832.5,73.6752
1996-03-01,59.1174826832,66.9375647857,46.35862228,54.5836249507,40.64546869620992,20.506450684736485,,,,174.65146667594894,24.399826,7.56874,,608271.2000000002,3072.39990234375,73.585
1996-04-01,58.8287518874,66.3680102201,48.1658309566,53.7674149313,40.80276226206402,20.52550264082372,,,,103.58212848423594,25.09345,7.4617,,592986.2999999998,3187.199951171875,74.3172
1996-05-01,59.6200260834,67.4209048329,49.0476426663,54.1949466715,40.273185617329155,22.15525892423522,,,,125.6151625451096,25.550842,7.4326,,407005.69999999925,3205.5,74.8726
