,tono_promedio
2020-04-01,-0.25200344837204436
2020-05-01,0.7334793410230304
2020-06-01,-0.23626539064078567
2020-07-01,0.9234196769802626
2020-08-01,-0.39014122848884125
2020-09-01,0.34529083866227145
2020-10-01,0.8126191018835568
2020-11-01,-1.0292178840259807
2020-12-01,0.2539617555225628
