,p05,p25,mediana,p75,p95
2020-04-01,-0.012124425141281646,-0.005161133417366744,-0.0005093003393679445,0.004467760657854151,0.012304514093079137
2020-05-01,-0.01532409901364047,-0.00841776651756605,-0.0032973677503811685,0.001438806829425747,0.008746892139629208
2020-06-01,-0.014871203641851972,-0.007969507902277477,-0.003307940028229717,0.001671492023737947,0.008519733626254942
2020-07-01,-0.014878013740243598,-0.007140001088421791,-0.0027090390704160253,0.0021712968150686992,0.008838851594856948
2020-08-01,-0.013802903171414034,-0.007434003663284254,-0.002423375482743616,0.002338536253159755,0.009595076654024003
2020-09-01,-0.01365248508964506,-0.006826517103504362,-0.0021152866778026873,0.002669039509610366,0.009796173375480529
2020-10-01,-0.013998609874883204,-0.006459047738514991,-0.0014470180355652552,0.003203377346331768,0.010036753873674184
2020-11-01,-0.012983104385242389,-0.006391614418967031,-0.0015952313393546582,0.003467597226285668,0.010227751881681025
2020-12-01,-0.013449681482900794,-0.006342215914080068,-0.001355752559908756,0.003392087295019492,0.010531388157471372
