,nueva_ola,rebote_lento,rebote_rapido,meseta_extendida
2020-06-01,0.24672672096692416,0.253962372154545,0.18100578109483756,0.25992871488199754
2020-07-01,0.5573798967052817,0.6142763295181073,0.12638959925394389,0.6650461825407366
2020-08-01,0.7966514381052612,0.9546742138838535,-0.21053781388353876,1.1106208759240808
2020-09-01,0.9244434656869807,1.1909402247414,-0.6371679575997984,1.4824139635016778
2020-10-01,1.0434114613679633,1.3331412875536728,-1.0318559107464598,1.7644885486364554
2020-11-01,1.3920009790274968,1.4343741967746197,-1.476668234612097,2.0345169411581647
2020-12-01,1.6398188675874898,1.490171895165231,-1.930048311836952,2.261107347913301
