fecha,n_articulos,tono_promedio,pct_salud_publica,pct_miedo_crisis,pct_cuarentena_restricciones,pct_economia,pct_gobierno_politica
2020-01-01,0,,,,,,
2020-01-08,2,-1.512202854010454,1.0,1.0,0.0,1.0,0.5
2020-01-15,0,,,,,,
2020-01-22,2,-5.1127870120479955,1.0,1.0,1.0,1.0,1.0
2020-01-29,4,-2.588275536942837,0.75,0.5,0.25,0.75,0.5
2020-02-05,24,-1.135727547198849,0.9583333333333334,0.9583333333333334,0.20833333333333334,0.7916666666666666,0.7916666666666666
2020-02-12,1,-2.65339966832504,1.0,1.0,1.0,1.0,1.0
2020-02-19,7,-1.1378582476960053,1.0,1.0,0.7142857142857143,0.14285714285714285,1.0
2020-02-26,7,-4.659182796270414,0.8571428571428571,1.0,0.8571428571428571,0.14285714285714285,0.14285714285714285
2020-03-04,9,-2.338308534135188,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.7777777777777778
2020-03-11,29,-1.1218729359313557,0.9655172413793104,1.0,0.7931034482758621,0.7931034482758621,0.9310344827586207
2020-03-18,64,-2.30169778941238,0.78125,0.765625,0.421875,0.59375,0.671875
2020-03-25,53,-3.1906267091970615,0.9433962264150944,0.9245283018867925,0.41509433962264153,0.7547169811320755,0.7735849056603774
2020-04-01,43,-1.7196065730885477,0.9767441860465116,0.9302325581395349,0.6976744186046512,0.32558139534883723,0.8372093023255814
2020-04-08,24,-2.685360316912384,0.9583333333333334,0.7916666666666666,0.25,0.875,0.75
2020-04-15,25,0.40640072272623784,0.88,0.64,0.08,0.28,0.56
2020-04-22,23,-2.4980854929355076,1.0,0.6521739130434783,0.043478260869565216,0.5217391304347826,0.6086956521739131
2020-04-29,24,0.8238047637565137,0.9166666666666666,0.7083333333333334,0.20833333333333334,0.625,0.5416666666666666
2020-05-06,7,-0.6337013796614623,1.0,1.0,0.42857142857142855,0.7142857142857143,0.2857142857142857
2020-05-13,25,-2.15407204462817,0.96,0.88,0.32,0.6,0.84
2020-05-20,59,-3.313286086077917,0.9152542372881356,0.8813559322033898,0.5932203389830508,0.4406779661016949,0.6101694915254238
2020-05-27,35,-1.0979979400271807,0.9714285714285714,0.8,0.34285714285714286,0.6571428571428571,0.8
2020-06-03,25,-1.9659627051041315,0.84,0.88,0.32,0.64,0.56
2020-06-10,23,-2.576584127025556,1.0,0.6956521739130435,0.21739130434782608,0.5217391304347826,0.8260869565217391
2020-06-17,19,-2.6815198401824243,1.0,0.8421052631578947,0.3157894736842105,0.42105263157894735,0.6842105263157895
2020-06-24,34,-2.894281483416814,0.9705882352941176,0.9117647058823529,0.4411764705882353,0.5882352941176471,0.7352941176470589
2020-07-01,31,-0.8768355019718156,0.9354838709677419,0.7096774193548387,0.12903225806451613,0.6451612903225806,0.8064516129032258
2020-07-08,34,-3.451863510799847,0.9705882352941176,0.9411764705882353,0.08823529411764706,0.4411764705882353,0.8235294117647058
2020-07-15,21,-1.9001835020852087,0.9047619047619048,0.7142857142857143,0.23809523809523808,0.38095238095238093,0.6666666666666666
2020-07-22,21,-2.5053014639144573,1.0,0.7142857142857143,0.38095238095238093,0.6190476190476191,0.6190476190476191
2020-07-29,19,-1.9206129408738715,0.9473684210526315,0.8421052631578947,0.10526315789473684,0.5263157894736842,0.631578947368421
2020-08-05,25,-1.2655393771792716,1.0,0.88,0.32,0.64,0.8
2020-08-12,28,-0.7608057169743753,1.0,0.9642857142857143,0.35714285714285715,0.7857142857142857,0.9642857142857143
2020-08-19,24,-1.1717051399997203,0.875,0.75,0.4583333333333333,0.7083333333333334,0.6666666666666666
2020-08-26,30,-2.960873333495312,0.9666666666666667,0.9,0.36666666666666664,0.6666666666666666,0.7
2020-09-02,27,-1.2360102275339822,0.9629629629629629,0.8518518518518519,0.2962962962962963,0.37037037037037035,0.5185185185185185
2020-09-09,13,-0.4649250311177937,0.8461538461538461,0.9230769230769231,0.3076923076923077,0.7692307692307693,0.6923076923076923
2020-09-16,10,-1.4995597015871294,1.0,0.8,0.5,0.5,0.7
2020-09-23,45,-0.2910745132842363,0.9777777777777777,0.8222222222222222,0.1111111111111111,0.26666666666666666,0.7333333333333333
2020-09-30,15,-1.3205208855685493,0.9333333333333333,0.9333333333333333,0.2,0.8,0.7333333333333333
2020-10-07,19,-1.0974826566074125,0.9473684210526315,0.8947368421052632,0.2631578947368421,0.5789473684210527,0.6842105263157895
2020-10-14,16,-1.6453725508134025,1.0,0.875,0.4375,0.4375,0.5
2020-10-21,24,-3.472093010162384,0.9166666666666666,0.7916666666666666,0.375,0.4166666666666667,0.625
2020-10-28,13,-4.342876246937406,1.0,0.6923076923076923,0.6923076923076923,0.23076923076923078,0.46153846153846156
2020-11-04,10,-1.77605013066233,1.0,1.0,0.1,0.7,1.0
2020-11-11,12,-4.190742482270292,0.9166666666666666,0.8333333333333334,0.08333333333333333,0.5,0.75
2020-11-18,12,-1.4610669526843978,1.0,0.9166666666666666,0.16666666666666666,0.8333333333333334,0.75
2020-11-25,21,-1.3745920965291984,1.0,0.47619047619047616,0.047619047619047616,0.14285714285714285,0.38095238095238093
2020-12-02,20,-3.2586765093590606,1.0,0.9,0.4,0.65,0.85
2020-12-09,18,-1.6063455833430076,1.0,1.0,0.3333333333333333,0.7777777777777778,0.7222222222222222
2020-12-16,20,-0.9585745972648209,0.95,0.85,0.05,0.6,0.65
2020-12-23,46,-1.4945992627899158,0.9347826086956522,0.8260869565217391,0.5,0.6739130434782609,0.7608695652173914
2020-12-30,21,-2.0749943435196547,0.9523809523809523,1.0,0.42857142857142855,0.3333333333333333,0.8571428571428571
2021-01-06,24,-1.80205074324189,1.0,0.9166666666666666,0.375,0.625,0.7083333333333334
2021-01-13,21,-3.1031867128928834,1.0,0.9047619047619048,0.19047619047619047,0.7619047619047619,0.47619047619047616
2021-01-20,47,-2.857069162270542,1.0,0.9148936170212766,0.1702127659574468,0.7659574468085106,0.851063829787234
2021-01-27,32,-0.8297123493064061,0.9375,0.5625,0.25,0.53125,0.5625
2021-02-03,45,-1.3604805445431882,0.9777777777777777,0.8666666666666667,0.13333333333333333,0.7777777777777778,0.8444444444444444
